,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
San Francisco-Oakland-San Jose CA,56.0,64.0,86.0,68,84.0,65.0,55,71,76,62,63,71
Santa Barbara-Santa Maria-San Luis Obispo CA,43.0,34.0,48.0,59,26.0,58.0,37,54,61,27,36,42
Savannah GA,24.0,58.0,45.0,32,38.0,49.0,29,52,37,43,36,40
Seattle-Tacoma WA,51.0,57.0,78.0,67,82.0,79.0,54,70,81,64,61,79
Shreveport LA,100.0,,68.0,39,47.0,49.0,56,52,50,44,40,56
Sioux Falls(Mitchell) SD,45.0,37.0,65.0,24,63.0,39.0,14,42,57,32,48,27
Spokane WA,45.0,57.0,73.0,64,56.0,57.0,53,61,53,38,33,59
Springfield MO,37.0,35.0,55.0,50,26.0,50.0,36,65,58,52,33,41
Springfield-Holyoke MA,42.0,52.0,53.0,47,22.0,52.0,28,52,55,43,30,56
St. Louis MO,29.0,34.0,64.0,62,66.0,56.0,47,55,72,67,49,76
Syracuse NY,20.0,20.0,42.0,28,35.0,28.0,16,40,44,36,29,41
Tampa-St. Petersburg (Sarasota) FL,36.0,30.0,52.0,51,62.0,60.0,44,59,53,52,35,43
Toledo OH,40.0,36.0,64.0,43,26.0,31.0,18,44,44,28,47,49
Tucson (Sierra Vista) AZ,47.0,32.0,48.0,49,50.0,52.0,55,51,62,46,28,56
Tulsa OK,60.0,34.0,76.0,41,50.0,76.0,37,99,100,76,53,55
Washington DC (Hagerstown MD),39.0,35.0,54.0,41,45.0,45.0,29,37,42,41,35,41
West Palm Beach-Ft. Pierce FL,28.0,41.0,50.0,43,49.0,59.0,48,56,52,39,42,42
Wichita-Hutchinson KS,35.0,31.0,74.0,48,67.0,54.0,45,71,53,46,45,52
Wilkes Barre-Scranton PA,39.0,36.0,52.0,58,34.0,36.0,24,41,47,39,22,38
Amarillo TX,,40.0,64.0,24,,56.0,41,56,82,63,44,34
Baton Rouge LA,,14.0,66.0,51,34.0,44.0,27,58,50,44,50,52
Boise ID,,37.0,29.0,32,37.0,34.0,37,41,41,23,22,25
Waco-Temple-Bryan TX,,41.0,32.0,48,64.0,39.0,44,36,52,52,35,50
Yakima-Pasco-Richland-Kennewick WA,,,46.0,24,33.0,66.0,57,43,60,46,39,72
