,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Jacksonville FL,37.0,21.0,37.0,22.0,24.0,47.0,42.0,35.0,64.0,46.0,34.0,40.0
Kansas City MO,52.0,35.0,47.0,28.0,26.0,62.0,64.0,47.0,70.0,66.0,57.0,62.0
Knoxville TN,38.0,20.0,38.0,31.0,15.0,43.0,39.0,34.0,49.0,45.0,33.0,41.0
Las Vegas NV,72.0,39.0,46.0,34.0,35.0,70.0,83.0,54.0,84.0,74.0,63.0,87.0
Los Angeles CA,55.0,41.0,54.0,36.0,32.0,75.0,65.0,46.0,69.0,63.0,53.0,63.0
Louisville KY,35.0,14.0,35.0,27.0,23.0,55.0,54.0,38.0,58.0,63.0,53.0,57.0
Madison WI,34.0,28.0,36.0,17.0,19.0,40.0,34.0,37.0,51.0,48.0,35.0,53.0
Memphis TN,41.0,18.0,36.0,18.0,16.0,62.0,60.0,52.0,62.0,69.0,48.0,75.0
Miami-Ft. Lauderdale FL,54.0,29.0,47.0,31.0,26.0,55.0,61.0,35.0,61.0,48.0,36.0,44.0
Milwaukee WI,54.0,26.0,29.0,24.0,34.0,59.0,70.0,41.0,54.0,53.0,61.0,74.0
Minneapolis-St. Paul MN,37.0,23.0,32.0,28.0,21.0,36.0,42.0,30.0,47.0,60.0,58.0,60.0
Mobile AL-Pensacola (Ft. Walton Beach) FL,33.0,20.0,38.0,17.0,11.0,35.0,44.0,27.0,60.0,43.0,29.0,35.0
Monterey-Salinas CA,60.0,,55.0,22.0,19.0,65.0,37.0,44.0,66.0,24.0,30.0,32.0
Nashville TN,32.0,23.0,36.0,23.0,19.0,42.0,49.0,38.0,63.0,49.0,37.0,50.0
New Orleans LA,37.0,26.0,33.0,28.0,24.0,45.0,55.0,36.0,59.0,69.0,33.0,61.0
New York NY,43.0,25.0,34.0,24.0,19.0,39.0,37.0,27.0,38.0,39.0,30.0,39.0
Norfolk-Portsmouth-Newport News VA,42.0,25.0,36.0,23.0,26.0,49.0,42.0,34.0,53.0,52.0,42.0,58.0
Oklahoma City OK,44.0,16.0,37.0,22.0,22.0,55.0,61.0,43.0,65.0,55.0,40.0,47.0
Omaha NE,50.0,30.0,44.0,29.0,25.0,55.0,38.0,34.0,67.0,54.0,43.0,52.0
Orlando-Daytona Beach-Melbourne FL,51.0,27.0,37.0,27.0,25.0,54.0,51.0,34.0,60.0,46.0,34.0,42.0
Philadelphia PA,45.0,29.0,49.0,28.0,19.0,44.0,40.0,28.0,48.0,43.0,40.0,53.0
Phoenix AZ,49.0,33.0,48.0,34.0,23.0,53.0,55.0,32.0,59.0,52.0,39.0,47.0
Pittsburgh PA,41.0,22.0,30.0,18.0,18.0,34.0,35.0,16.0,37.0,32.0,25.0,32.0
Portland OR,53.0,32.0,27.0,22.0,21.0,64.0,70.0,53.0,85.0,74.0,72.0,100.0
Providence RI-New Bedford MA,32.0,17.0,23.0,25.0,29.0,41.0,48.0,28.0,45.0,40.0,48.0,38.0
Raleigh-Durham (Fayetteville) NC,37.0,19.0,30.0,21.0,17.0,34.0,31.0,25.0,46.0,43.0,35.0,36.0
Richmond-Petersburg VA,32.0,24.0,31.0,17.0,13.0,41.0,43.0,39.0,55.0,44.0,33.0,47.0
Roanoke-Lynchburg VA,53.0,28.0,37.0,5.0,4.0,37.0,38.0,23.0,47.0,35.0,24.0,44.0
Rochester NY,30.0,20.0,25.0,23.0,17.0,36.0,35.0,26.0,35.0,34.0,37.0,48.0
Sacramento-Stockton-Modesto CA,61.0,48.0,66.0,39.0,36.0,77.0,77.0,61.0,86.0,72.0,54.0,64.0
Salt Lake City UT,33.0,23.0,40.0,27.0,26.0,52.0,46.0,31.0,49.0,49.0,35.0,42.0
San Antonio TX,50.0,33.0,52.0,34.0,26.0,55.0,48.0,39.0,61.0,56.0,41.0,59.0
San Diego CA,64.0,41.0,66.0,40.0,29.0,67.0,61.0,47.0,83.0,66.0,50.0,56.0
San Francisco-Oakland-San Jose CA,59.0,42.0,55.0,37.0,32.0,67.0,67.0,44.0,75.0,63.0,59.0,64.0
Santa Barbara-Santa Maria-San Luis Obispo CA,52.0,23.0,32.0,25.0,15.0,53.0,39.0,36.0,67.0,38.0,36.0,44.0
Seattle-Tacoma WA,53.0,38.0,51.0,39.0,32.0,74.0,66.0,44.0,77.0,63.0,56.0,79.0
South Bend-Elkhart IN,60.0,26.0,,18.0,18.0,34.0,43.0,21.0,55.0,38.0,36.0,43.0
Spokane WA,51.0,38.0,58.0,39.0,19.0,51.0,68.0,44.0,53.0,40.0,39.0,53.0
Springfield MO,40.0,36.0,42.0,23.0,16.0,37.0,44.0,43.0,61.0,44.0,29.0,39.0
St. Louis MO,37.0,25.0,38.0,32.0,29.0,52.0,56.0,36.0,73.0,65.0,48.0,75.0
Syracuse NY,35.0,14.0,23.0,17.0,16.0,21.0,20.0,26.0,44.0,25.0,31.0,40.0
Tallahassee FL-Thomasville GA,52.0,36.0,31.0,,,37.0,40.0,28.0,39.0,61.0,35.0,45.0
Tampa-St. Petersburg (Sarasota) FL,39.0,21.0,33.0,26.0,24.0,56.0,51.0,35.0,53.0,50.0,34.0,41.0
Toledo OH,45.0,25.0,37.0,19.0,11.0,20.0,22.0,30.0,44.0,35.0,40.0,45.0
Tucson (Sierra Vista) AZ,69.0,28.0,36.0,28.0,22.0,52.0,55.0,33.0,60.0,45.0,25.0,52.0
Tulsa OK,60.0,23.0,63.0,19.0,20.0,74.0,54.0,58.0,92.0,76.0,53.0,53.0
Waco-Temple-Bryan TX,51.0,,,31.0,25.0,38.0,47.0,28.0,58.0,54.0,37.0,51.0
Washington DC (Hagerstown MD),42.0,25.0,35.0,22.0,18.0,42.0,35.0,25.0,42.0,41.0,33.0,41.0
West Palm Beach-Ft. Pierce FL,35.0,29.0,35.0,20.0,19.0,61.0,57.0,40.0,50.0,40.0,37.0,42.0
Wilkes Barre-Scranton PA,38.0,19.0,39.0,26.0,12.0,39.0,31.0,22.0,42.0,29.0,25.0,37.0
Chattanooga TN,,35.0,33.0,22.0,21.0,39.0,59.0,31.0,46.0,46.0,45.0,48.0
Cheyenne WY-Scottsbluff NE,,100.0,,,,,,100.0,,,,
Colorado Springs-Pueblo CO,,36.0,49.0,29.0,17.0,51.0,59.0,55.0,87.0,69.0,52.0,63.0
Columbia SC,,28.0,52.0,21.0,24.0,43.0,60.0,40.0,51.0,62.0,44.0,58.0
Dayton OH,,17.0,27.0,22.0,14.0,43.0,43.0,39.0,59.0,49.0,39.0,48.0
Flint-Saginaw-Bay City MI,,23.0,41.0,20.0,,,41.0,18.0,35.0,31.0,31.0,31.0
Jackson MS,,30.0,,30.0,31.0,36.0,69.0,27.0,42.0,50.0,39.0,44.0
Lansing MI,,29.0,33.0,,,50.0,20.0,32.0,42.0,49.0,28.0,41.0
Lexington KY,,29.0,36.0,18.0,25.0,30.0,41.0,27.0,40.0,49.0,33.0,41.0
Little Rock-Pine Bluff AR,,37.0,33.0,23.0,31.0,43.0,55.0,33.0,50.0,45.0,39.0,46.0
Portland-Auburn ME,,20.0,32.0,15.0,14.0,,31.0,19.0,19.0,39.0,26.0,28.0
Savannah GA,,22.0,30.0,20.0,16.0,41.0,33.0,35.0,43.0,45.0,37.0,42.0
Sioux Falls(Mitchell) SD,,33.0,39.0,,,48.0,,25.0,45.0,33.0,40.0,27.0
Springfield-Holyoke MA,,29.0,32.0,22.0,14.0,44.0,34.0,22.0,49.0,45.0,33.0,45.0
Wichita-Hutchinson KS,,26.0,46.0,33.0,25.0,44.0,53.0,39.0,63.0,47.0,45.0,58.0
Anchorage AK,,,39.0,29.0,20.0,57.0,82.0,73.0,86.0,55.0,33.0,42.0
Baton Rouge LA,,,35.0,26.0,,44.0,36.0,33.0,48.0,44.0,47.0,49.0
Bowling Green KY,,,50.0,23.0,29.0,,,50.0,,,,
Burlington VT-Plattsburgh NY,,,34.0,,14.0,38.0,28.0,21.0,28.0,30.0,23.0,24.0
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,,,26.0,,18.0,27.0,30.0,15.0,32.0,44.0,26.0,36.0
Champaign & Springfield-Decatur IL,,,31.0,,13.0,25.0,39.0,19.0,41.0,39.0,38.0,43.0
Charleston SC,,,32.0,,24.0,36.0,43.0,41.0,56.0,46.0,36.0,35.0
Charleston-Huntington WV,,,42.0,16.0,23.0,40.0,31.0,25.0,53.0,26.0,30.0,40.0
Chico-Redding CA,,,60.0,,31.0,77.0,46.0,46.0,100.0,74.0,44.0,75.0
Columbus-Tupelo-West Point MS,,,42.0,,,,50.0,,,,36.0,45.0
El Paso TX,,,40.0,31.0,,35.0,44.0,35.0,54.0,40.0,37.0,50.0
Eugene OR,,,48.0,,20.0,53.0,73.0,27.0,72.0,61.0,46.0,53.0
Eureka CA,,,100.0,,,,,65.0,,84.0,74.0,74.0
Greenville-New Bern-Washington NC,,,31.0,26.0,16.0,24.0,30.0,26.0,44.0,32.0,26.0,34.0
Harlingen-Weslaco-Brownsville-McAllen TX,,,30.0,,13.0,32.0,19.0,14.0,23.0,28.0,20.0,27.0
Huntsville-Decatur (Florence) AL,,,36.0,22.0,27.0,36.0,43.0,32.0,41.0,40.0,32.0,37.0
La Crosse-Eau Claire WI,,,74.0,,16.0,,25.0,24.0,,30.0,21.0,24.0
Lincoln & Hastings-Kearney NE,,,31.0,,22.0,66.0,43.0,24.0,51.0,48.0,33.0,43.0
Wilmington NC,,,71.0,,,,38.0,28.0,31.0,31.0,16.0,49.0
Augusta GA,,,,38.0,28.0,44.0,42.0,30.0,59.0,48.0,34.0,36.0
Columbia-Jefferson City MO,,,,34.0,,33.0,49.0,36.0,58.0,52.0,36.0,48.0
Columbus GA,,,,47.0,,54.0,34.0,25.0,52.0,36.0,30.0,42.0
Florence-Myrtle Beach SC,,,,24.0,32.0,43.0,47.0,28.0,48.0,37.0,26.0,56.0
Ft. Myers-Naples FL,,,,19.0,13.0,47.0,42.0,36.0,60.0,40.0,32.0,27.0
Ft. Smith-Fayetteville-Springdale-Rogers AR,,,,25.0,17.0,35.0,30.0,33.0,54.0,42.0,37.0,36.0
Lafayette LA,,,,37.0,,44.0,36.0,24.0,44.0,56.0,22.0,44.0
Reno NV,,,,44.0,30.0,57.0,47.0,32.0,75.0,53.0,44.0,45.0
San Angelo TX,,,,100.0,,,,,,,,
Topeka KS,,,,25.0,29.0,55.0,,20.0,65.0,76.0,44.0,56.0
Bangor ME,,,,,34.0,,,28.0,,,32.0,25.0
"Billings, MT",,,,,44.0,,,,,44.0,57.0,31.0
Bluefield-Beckley-Oak Hill WV,,,,,65.0,76.0,,,,,,
Boise ID,,,,,15.0,26.0,40.0,30.0,31.0,24.0,21.0,24.0
Davenport IA-Rock Island-Moline IL,,,,,16.0,37.0,38.0,46.0,54.0,61.0,43.0,44.0
Green Bay-Appleton WI,,,,,19.0,36.0,28.0,24.0,26.0,25.0,22.0,43.0
Johnstown-Altoona PA,,,,,21.0,32.0,28.0,24.0,37.0,26.0,14.0,21.0
Jonesboro AR,,,,,100.0,,,,,,,
Macon GA,,,,,22.0,40.0,32.0,35.0,35.0,49.0,33.0,33.0
Medford-Klamath Falls OR,,,,,33.0,,43.0,30.0,59.0,35.0,29.0,56.0
Missoula MT,,,,,32.0,,46.0,,,,,29.0
Montgomery (Selma) AL,,,,,27.0,54.0,49.0,41.0,58.0,61.0,41.0,48.0
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,,,,,16.0,27.0,27.0,24.0,56.0,45.0,43.0,28.0
Peoria-Bloomington IL,,,,,19.0,23.0,30.0,27.0,48.0,44.0,36.0,40.0
Rochester MN-Mason City IA-Austin MN,,,,,26.0,,51.0,25.0,,32.0,30.0,41.0
Tri-Cities TN-VA,,,,,27.0,35.0,39.0,31.0,47.0,44.0,36.0,40.0
Tyler-Longview(Lufkin & Nacogdoches) TX,,,,,23.0,31.0,50.0,36.0,52.0,38.0,26.0,32.0
Amarillo TX,,,,,,42.0,61.0,33.0,58.0,30.0,39.0,32.0
Beaumont-Port Arthur TX,,,,,,53.0,,37.0,80.0,65.0,,31.0
Charlottesville VA,,,,,,32.0,48.0,,,,,23.0
Corpus Christi TX,,,,,,39.0,56.0,37.0,47.0,33.0,22.0,61.0
Fargo-Valley City ND,,,,,,46.0,33.0,26.0,70.0,42.0,24.0,19.0
Ft. Wayne IN,,,,,,29.0,49.0,18.0,42.0,33.0,38.0,37.0
Joplin MO-Pittsburg KS,,,,,,70.0,,47.0,,48.0,50.0,63.0
Lubbock TX,,,,,,68.0,52.0,42.0,82.0,80.0,37.0,36.0
Minot-Bismarck-Dickinson(Williston) ND,,,,,,49.0,50.0,,49.0,,,29.0
Monroe LA-El Dorado AR,,,,,,60.0,,39.0,,,,34.0
Odessa-Midland TX,,,,,,63.0,50.0,22.0,54.0,32.0,39.0,44.0
Palm Springs CA,,,,,,53.0,62.0,49.0,56.0,55.0,49.0,31.0
Rockford IL,,,,,,53.0,32.0,23.0,39.0,46.0,29.0,40.0
Shreveport LA,,,,,,52.0,60.0,34.0,57.0,30.0,25.0,47.0
Yakima-Pasco-Richland-Kennewick WA,,,,,,53.0,67.0,30.0,60.0,41.0,35.0,74.0
Youngstown OH,,,,,,31.0,59.0,34.0,40.0,49.0,31.0,53.0
Biloxi-Gulfport MS,,,,,,,60.0,,,44.0,31.0,40.0
Clarksburg-Weston WV,,,,,,,95.0,,,,,37.0
Dothan AL,,,,,,,68.0,,,,40.0,
Duluth MN-Superior WI,,,,,,,50.0,,35.0,30.0,38.0,28.0
Erie PA,,,,,,,51.0,,,45.0,24.0,
Evansville IN,,,,,,,32.0,20.0,40.0,23.0,39.0,34.0
Gainesville FL,,,,,,,35.0,24.0,54.0,47.0,28.0,43.0
Hattiesburg-Laurel MS,,,,,,,51.0,,,80.0,,
Lake Charles LA,,,,,,,64.0,,,,,
Panama City FL,,,,,,,40.0,36.0,44.0,38.0,35.0,37.0
Sherman TX-Ada OK,,,,,,,69.0,48.0,,59.0,38.0,49.0
Wichita Falls TX & Lawton OK,,,,,,,55.0,46.0,44.0,60.0,38.0,24.0
Yuma AZ-El Centro CA,,,,,,,57.0,43.0,55.0,44.0,42.0,41.0
Albany GA,,,,,,,,32.0,,47.0,33.0,56.0
Bend OR,,,,,,,,46.0,,47.0,,55.0
Rapid City SD,,,,,,,,43.0,,62.0,,40.0
Terre Haute IN,,,,,,,,36.0,,,51.0,37.0
Watertown NY,,,,,,,,41.0,,,,
Wausau-Rhinelander WI,,,,,,,,28.0,,31.0,,41.0
Binghamton NY,,,,,,,,,51.0,,39.0,48.0
Salisbury MD,,,,,,,,,35.0,27.0,25.0,29.0
Sioux City IA,,,,,,,,,46.0,46.0,,33.0
Traverse City-Cadillac MI,,,,,,,,,54.0,26.0,19.0,18.0
Idaho Falls-Pocatello ID,,,,,,,,,,40.0,,31.0
Jackson TN,,,,,,,,,,61.0,,
Parkersburg WV,,,,,,,,,,100.0,,
Utica NY,,,,,,,,,,49.0,,32.0
Butte-Bozeman MT,,,,,,,,,,,40.0,
Grand Junction-Montrose CO,,,,,,,,,,,64.0,
Quincy IL-Hannibal MO-Keokuk IA,,,,,,,,,,,55.0,43.0
Harrisonburg VA,,,,,,,,,,,,32.0
Wheeling WV-Steubenville OH,,,,,,,,,,,,41.0
