,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Ft. Smith-Fayetteville-Springdale-Rogers AR,,,,,,,,,,,37.0,
Gainesville FL,,,,,,,,,,,32.0,
Green Bay-Appleton WI,,,,,,,,,,,22.0,
Harlingen-Weslaco-Brownsville-McAllen TX,,,,,,,,,,,18.0,
Houston TX,,,,,,,,,,,40.0,
Johnstown-Altoona PA,,,,,,,,,,,14.0,
Joplin MO-Pittsburg KS,,,,,,,,,,,43.0,
Kansas City MO,,,,,,,,,,,56.0,
Lafayette LA,,,,,,,,,,,31.0,
Lubbock TX,,,,,,,,,,,34.0,
Madison WI,,,,,,,,,,,36.0,
Mankato MN,,,,,,,,,,,65.0,
Memphis TN,,,,,,,,,,,50.0,
Milwaukee WI,,,,,,,,,,,58.0,
Minneapolis-St. Paul MN,,,,,,,,,,,58.0,
Monroe LA-El Dorado AR,,,,,,,,,,,21.0,
Nashville TN,,,,,,,,,,,36.0,
New Orleans LA,,,,,,,,,,,32.0,
Odessa-Midland TX,,,,,,,,,,,40.0,
Oklahoma City OK,,,,,,,,,,,39.0,
Omaha NE,,,,,,,,,,,44.0,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,,,,,,,,,,,39.0,
Panama City FL,,,,,,,,,,,36.0,
Peoria-Bloomington IL,,,,,,,,,,,33.0,
Quincy IL-Hannibal MO-Keokuk IA,,,,,,,,,,,47.0,
Roanoke-Lynchburg VA,,,,,,,,,,,21.0,
Rochester MN-Mason City IA-Austin MN,,,,,,,,,,,42.0,
Rockford IL,,,,,,,,,,,32.0,
Salisbury MD,,,,,,,,,,,17.0,
San Antonio TX,,,,,,,,,,,40.0,
Sherman TX-Ada OK,,,,,,,,,,,40.0,
Shreveport LA,,,,,,,,,,,45.0,
Sioux City IA,,,,,,,,,,,23.0,
South Bend-Elkhart IN,,,,,,,,,,,36.0,
Springfield MO,,,,,,,,,,,31.0,
St. Louis MO,,,,,,,,,,,45.0,
Terre Haute IN,,,,,,,,,,,34.0,
Topeka KS,,,,,,,,,,,44.0,
Tulsa OK,,,,,,,,,,,50.0,
Utica NY,,,,,,,,,,,52.0,
Waco-Temple-Bryan TX,,,,,,,,,,,36.0,
Watertown NY,,,,,,,,,,,35.0,
Wheeling WV-Steubenville OH,,,,,,,,,,,39.0,
Wichita Falls TX & Lawton OK,,,,,,,,,,,26.0,
Wichita-Hutchinson KS,,,,,,,,,,,44.0,
Wilkes Barre-Scranton PA,,,,,,,,,,,25.0,
Youngstown OH,,,,,,,,,,,32.0,
