,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Des Moines-Ames IA,35.0,34.0,58.0,37,35.0,50,47,50.0,37,41,38,35
Detroit MI,68.0,57.0,70.0,78,79.0,58,47,44.0,56,45,38,56
El Paso TX,65.0,40.0,46.0,40,39.0,43,42,53.0,52,39,36,52
Eugene OR,32.0,12.0,75.0,46,31.0,45,79,51.0,67,59,40,58
Flint-Saginaw-Bay City MI,54.0,36.0,51.0,44,29.0,35,43,42.0,31,28,30,28
Fresno-Visalia CA,68.0,57.0,98.0,95,81.0,84,66,96.0,76,68,61,65
Ft. Myers-Naples FL,31.0,33.0,20.0,40,32.0,59,40,60.0,54,36,31,26
Grand Rapids-Kalamazoo-Battle Creek MI,30.0,29.0,35.0,45,34.0,35,27,40.0,44,41,37,56
Green Bay-Appleton WI,14.0,20.0,26.0,31,57.0,38,19,36.0,34,30,19,42
Greensboro-High Point-Winston Salem NC,34.0,23.0,34.0,31,47.0,53,35,62.0,70,36,36,48
Greenville-Spartanburg SC-Asheville NC-Anderson SC,41.0,48.0,45.0,64,35.0,57,40,57.0,53,47,34,50
Harlingen-Weslaco-Brownsville-McAllen TX,85.0,50.0,56.0,12,27.0,34,21,30.0,19,21,21,27
Harrisburg-Lancaster-Lebanon-York PA,39.0,34.0,43.0,42,39.0,29,24,39.0,33,26,26,41
Hartford & New Haven CT,37.0,39.0,49.0,55,67.0,56,58,81.0,73,67,51,57
Honolulu HI,68.0,35.0,50.0,69,88.0,43,44,59.0,56,50,41,55
Houston TX,52.0,57.0,59.0,69,75.0,61,53,62.0,64,60,39,56
Huntsville-Decatur (Florence) AL,18.0,29.0,66.0,51,60.0,41,37,53.0,40,41,30,46
Indianapolis IN,44.0,37.0,59.0,53,54.0,46,45,59.0,49,52,42,44
Jacksonville FL,42.0,32.0,50.0,38,62.0,58,42,57.0,61,47,34,36
Kansas City MO,61.0,64.0,62.0,60,69.0,75,63,67.0,72,68,54,66
Knoxville TN,74.0,38.0,53.0,30,52.0,42,29,49.0,54,45,30,38
Lansing MI,15.0,33.0,55.0,48,30.0,14,28,13.0,49,51,22,39
Las Vegas NV,90.0,73.0,64.0,68,91.0,73,79,89.0,78,69,62,84
Lexington KY,34.0,23.0,45.0,57,58.0,38,33,46.0,38,38,36,42
Lincoln & Hastings-Kearney NE,82.0,28.0,40.0,24,40.0,62,44,37.0,62,43,33,39
Little Rock-Pine Bluff AR,29.0,38.0,68.0,51,84.0,49,50,55.0,47,45,36,47
Los Angeles CA,65.0,68.0,81.0,79,86.0,81,63,76.0,71,62,51,64
Louisville KY,53.0,32.0,45.0,37,55.0,67,50,69.0,60,63,48,56
Madison WI,31.0,44.0,39.0,38,58.0,42,27,64.0,65,47,34,50
Memphis TN,49.0,35.0,46.0,44,42.0,63,52,95.0,65,70,49,73
Miami-Ft. Lauderdale FL,54.0,47.0,72.0,64,70.0,62,59,58.0,63,48,36,45
Milwaukee WI,56.0,45.0,45.0,44,84.0,72,65,65.0,54,47,58,74
Minneapolis-St. Paul MN,44.0,39.0,43.0,62,52.0,38,43,51.0,52,58,57,64
Mobile AL-Pensacola (Ft. Walton Beach) FL,44.0,37.0,47.0,40,25.0,40,48,39.0,62,43,32,38
Monterey-Salinas CA,100.0,56.0,100.0,50,45.0,78,43,95.0,73,51,44,33
Nashville TN,40.0,39.0,52.0,51,51.0,49,48,65.0,64,47,37,50
New Orleans LA,47.0,38.0,50.0,67,60.0,56,54,67.0,59,66,30,57
New York NY,50.0,41.0,52.0,50,53.0,43,37,46.0,41,40,33,38
Norfolk-Portsmouth-Newport News VA,49.0,36.0,50.0,46,47.0,54,43,59.0,57,50,39,57
Oklahoma City OK,67.0,35.0,49.0,50,65.0,55,56,64.0,59,52,40,45
Omaha NE,58.0,55.0,71.0,73,61.0,65,41,63.0,69,50,41,56
Orlando-Daytona Beach-Melbourne FL,56.0,50.0,54.0,58,64.0,55,49,55.0,61,45,33,42
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,47.0,29.0,,53,53.0,43,29,42.0,66,35,39,32
Peoria-Bloomington IL,38.0,34.0,36.0,39,19.0,23,30,43.0,45,43,33,42
Philadelphia PA,50.0,49.0,73.0,61,52.0,49,38,47.0,48,42,38,56
Phoenix AZ,52.0,55.0,73.0,72,65.0,57,53,57.0,59,51,36,48
Pittsburgh PA,41.0,38.0,39.0,42,51.0,35,32,26.0,35,32,24,30
Portland OR,61.0,51.0,33.0,49,59.0,73,64,88.0,86,74,77,93
Portland-Auburn ME,66.0,26.0,57.0,13,40.0,22,34,33.0,21,39,24,27
Providence RI-New Bedford MA,39.0,27.0,41.0,65,68.0,45,57,41.0,52,43,45,33
Raleigh-Durham (Fayetteville) NC,36.0,36.0,43.0,44,43.0,36,30,41.0,45,41,34,40
Richmond-Petersburg VA,28.0,31.0,44.0,38,33.0,42,37,58.0,53,46,31,42
Roanoke-Lynchburg VA,20.0,55.0,49.0,13,10.0,57,34,38.0,49,39,24,44
Rochester NY,49.0,72.0,50.0,53,60.0,32,37,59.0,30,32,38,48
Sacramento-Stockton-Modesto CA,67.0,82.0,93.0,78,100.0,84,74,100.0,88,76,50,65
Salt Lake City UT,30.0,37.0,65.0,66,71.0,59,45,54.0,50,49,35,42
San Antonio TX,65.0,66.0,73.0,75,77.0,59,51,67.0,62,57,40,61
San Diego CA,69.0,68.0,98.0,87,78.0,81,60,77.0,82,63,49,56
San Francisco-Oakland-San Jose CA,68.0,74.0,82.0,80,88.0,71,65,69.0,80,64,58,70
Santa Barbara-Santa Maria-San Luis Obispo CA,54.0,40.0,43.0,64,22.0,56,40,55.0,61,24,38,39
Savannah GA,33.0,50.0,41.0,52,39.0,44,36,56.0,39,42,38,40
Seattle-Tacoma WA,63.0,69.0,75.0,86,84.0,83,62,73.0,80,63,54,78
Shreveport LA,49.0,,51.0,53,,44,53,50.0,37,37,38,47
Sioux Falls(Mitchell) SD,40.0,22.0,54.0,43,49.0,45,20,48.0,43,31,39,27
Spokane WA,62.0,75.0,80.0,85,55.0,55,70,66.0,53,37,44,52
Springfield MO,30.0,55.0,45.0,58,33.0,62,40,56.0,56,50,31,42
Springfield-Holyoke MA,56.0,38.0,31.0,62,31.0,47,32,51.0,68,44,36,46
St. Louis MO,45.0,42.0,63.0,73,73.0,58,55,57.0,73,68,48,72
Syracuse NY,21.0,27.0,41.0,32,31.0,30,19,41.0,41,35,24,41
Tampa-St. Petersburg (Sarasota) FL,47.0,35.0,54.0,62,63.0,63,51,62.0,53,50,34,42
Toledo OH,54.0,18.0,31.0,42,36.0,25,27,52.0,36,30,44,47
Tucson (Sierra Vista) AZ,67.0,46.0,54.0,62,70.0,56,56,55.0,68,44,26,53
Tulsa OK,69.0,59.0,73.0,40,52.0,84,46,99.0,97,75,51,55
Waco-Temple-Bryan TX,28.0,33.0,34.0,65,65.0,40,46,42.0,66,47,32,54
Washington DC (Hagerstown MD),47.0,41.0,54.0,49,47.0,44,36,38.0,40,40,33,40
West Palm Beach-Ft. Pierce FL,54.0,50.0,50.0,48,51.0,55,54,61.0,46,40,38,40
Wichita-Hutchinson KS,54.0,48.0,77.0,68,75.0,48,52,71.0,45,50,47,52
Wilkes Barre-Scranton PA,37.0,32.0,50.0,81,43.0,41,30,44.0,43,37,27,37
Yakima-Pasco-Richland-Kennewick WA,37.0,92.0,58.0,58,34.0,90,58,67.0,61,45,35,70
Baton Rouge LA,,18.0,30.0,43,41.0,42,30,51.0,52,45,44,51
Charleston SC,,36.0,48.0,45,65.0,58,40,67.0,56,54,29,36
Florence-Myrtle Beach SC,,38.0,22.0,51,86.0,29,50,55.0,47,45,27,56
Reno NV,,36.0,58.0,80,77.0,59,63,52.0,69,52,45,55
Amarillo TX,,,46.0,36,60.0,42,42,69.0,63,63,35,40
Ft. Smith-Fayetteville-Springdale-Rogers AR,,,44.0,96,42.0,38,31,47.0,50,50,35,38
