,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Fresno-Visalia CA,67.0,58.0,100.0,96.0,80.0,89.0,67.0,85.0,70.0,72.0,57.0,68
Ft. Myers-Naples FL,38.0,24.0,44.0,40.0,43.0,61.0,38.0,49.0,49.0,35.0,29.0,25
Grand Rapids-Kalamazoo-Battle Creek MI,21.0,24.0,32.0,38.0,23.0,38.0,32.0,38.0,39.0,42.0,35.0,55
Green Bay-Appleton WI,31.0,23.0,25.0,28.0,48.0,43.0,28.0,28.0,28.0,25.0,21.0,47
Greensboro-High Point-Winston Salem NC,27.0,21.0,34.0,31.0,67.0,52.0,40.0,50.0,71.0,37.0,37.0,44
Greenville-Spartanburg SC-Asheville NC-Anderson SC,42.0,49.0,47.0,69.0,45.0,61.0,41.0,46.0,51.0,49.0,33.0,47
Harlingen-Weslaco-Brownsville-McAllen TX,30.0,35.0,43.0,29.0,19.0,36.0,32.0,20.0,21.0,27.0,23.0,27
Harrisburg-Lancaster-Lebanon-York PA,46.0,36.0,35.0,51.0,40.0,23.0,23.0,37.0,39.0,28.0,26.0,41
Hartford & New Haven CT,35.0,37.0,38.0,64.0,71.0,61.0,58.0,65.0,69.0,68.0,49.0,55
Honolulu HI,70.0,38.0,46.0,77.0,85.0,59.0,47.0,56.0,52.0,52.0,40.0,52
Houston TX,58.0,50.0,58.0,74.0,75.0,63.0,52.0,55.0,60.0,58.0,38.0,58
Huntsville-Decatur (Florence) AL,24.0,32.0,48.0,65.0,48.0,41.0,30.0,38.0,33.0,38.0,29.0,38
Indianapolis IN,50.0,32.0,58.0,61.0,52.0,48.0,42.0,50.0,45.0,55.0,41.0,43
Jacksonville FL,43.0,42.0,42.0,46.0,72.0,54.0,38.0,51.0,58.0,45.0,33.0,38
Kansas City MO,66.0,56.0,61.0,75.0,68.0,78.0,62.0,62.0,68.0,69.0,53.0,63
Knoxville TN,93.0,35.0,46.0,48.0,69.0,39.0,32.0,44.0,44.0,38.0,32.0,40
Las Vegas NV,83.0,70.0,61.0,80.0,90.0,77.0,68.0,76.0,80.0,73.0,61.0,87
Lexington KY,42.0,33.0,43.0,58.0,59.0,38.0,34.0,40.0,43.0,44.0,35.0,43
Little Rock-Pine Bluff AR,41.0,33.0,49.0,57.0,80.0,55.0,50.0,43.0,48.0,49.0,37.0,44
Los Angeles CA,63.0,60.0,77.0,91.0,87.0,82.0,62.0,67.0,68.0,63.0,50.0,65
Louisville KY,45.0,32.0,48.0,71.0,56.0,63.0,47.0,56.0,57.0,66.0,51.0,55
Madison WI,33.0,40.0,29.0,41.0,57.0,44.0,30.0,65.0,53.0,49.0,34.0,56
Memphis TN,50.0,31.0,37.0,66.0,43.0,67.0,58.0,77.0,64.0,65.0,49.0,79
Miami-Ft. Lauderdale FL,51.0,45.0,67.0,68.0,74.0,64.0,59.0,50.0,62.0,48.0,36.0,46
Milwaukee WI,53.0,39.0,35.0,43.0,90.0,75.0,66.0,59.0,51.0,54.0,58.0,77
Minneapolis-St. Paul MN,46.0,34.0,40.0,69.0,51.0,39.0,40.0,45.0,48.0,56.0,56.0,63
Mobile AL-Pensacola (Ft. Walton Beach) FL,49.0,15.0,55.0,47.0,21.0,47.0,41.0,40.0,60.0,47.0,25.0,39
Monterey-Salinas CA,73.0,60.0,73.0,37.0,74.0,85.0,38.0,67.0,100.0,45.0,52.0,31
Nashville TN,32.0,36.0,47.0,59.0,47.0,48.0,49.0,55.0,58.0,50.0,36.0,49
New Orleans LA,37.0,33.0,44.0,75.0,66.0,57.0,52.0,57.0,55.0,68.0,32.0,58
New York NY,53.0,36.0,49.0,57.0,51.0,45.0,37.0,40.0,39.0,41.0,32.0,38
Norfolk-Portsmouth-Newport News VA,49.0,38.0,52.0,56.0,53.0,47.0,41.0,50.0,54.0,52.0,39.0,59
Oklahoma City OK,54.0,27.0,46.0,58.0,68.0,59.0,56.0,60.0,62.0,54.0,41.0,45
Omaha NE,58.0,51.0,70.0,78.0,58.0,70.0,44.0,48.0,64.0,51.0,41.0,58
Orlando-Daytona Beach-Melbourne FL,62.0,44.0,49.0,63.0,65.0,58.0,49.0,46.0,57.0,46.0,32.0,43
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,98.0,32.0,66.0,44.0,61.0,32.0,34.0,33.0,61.0,44.0,39.0,34
Philadelphia PA,52.0,44.0,66.0,67.0,51.0,50.0,39.0,42.0,46.0,43.0,38.0,57
Phoenix AZ,53.0,47.0,65.0,76.0,63.0,58.0,52.0,49.0,59.0,52.0,39.0,49
Pittsburgh PA,46.0,37.0,31.0,45.0,48.0,38.0,30.0,26.0,35.0,32.0,25.0,31
Portland OR,61.0,47.0,33.0,53.0,57.0,74.0,67.0,77.0,82.0,73.0,78.0,95
Portland-Auburn ME,33.0,26.0,50.0,25.0,34.0,15.0,27.0,35.0,16.0,43.0,20.0,26
Providence RI-New Bedford MA,52.0,35.0,37.0,67.0,72.0,50.0,49.0,35.0,48.0,42.0,42.0,36
Raleigh-Durham (Fayetteville) NC,40.0,27.0,41.0,53.0,51.0,38.0,31.0,36.0,42.0,45.0,35.0,37
Reno NV,30.0,36.0,86.0,77.0,78.0,72.0,67.0,39.0,57.0,46.0,41.0,52
Richmond-Petersburg VA,26.0,33.0,37.0,48.0,57.0,41.0,33.0,56.0,55.0,44.0,28.0,43
Roanoke-Lynchburg VA,30.0,45.0,27.0,14.0,8.0,50.0,38.0,36.0,48.0,32.0,24.0,48
Rochester NY,44.0,27.0,40.0,54.0,65.0,35.0,34.0,42.0,37.0,33.0,35.0,48
Sacramento-Stockton-Modesto CA,65.0,64.0,88.0,94.0,100.0,89.0,76.0,88.0,84.0,77.0,53.0,66
Salt Lake City UT,39.0,36.0,57.0,75.0,74.0,56.0,46.0,50.0,47.0,50.0,34.0,43
San Antonio TX,64.0,52.0,66.0,84.0,72.0,61.0,46.0,59.0,60.0,59.0,39.0,62
San Diego CA,68.0,56.0,89.0,96.0,79.0,81.0,59.0,68.0,77.0,62.0,49.0,60
San Francisco-Oakland-San Jose CA,68.0,65.0,81.0,88.0,86.0,72.0,63.0,63.0,73.0,63.0,57.0,70
Santa Barbara-Santa Maria-San Luis Obispo CA,62.0,29.0,37.0,77.0,40.0,69.0,33.0,59.0,59.0,38.0,36.0,39
Savannah GA,98.0,36.0,31.0,58.0,30.0,52.0,36.0,49.0,38.0,46.0,37.0,34
Seattle-Tacoma WA,68.0,61.0,70.0,92.0,84.0,86.0,61.0,65.0,78.0,65.0,54.0,81
Shreveport LA,44.0,18.0,53.0,41.0,48.0,53.0,53.0,53.0,47.0,24.0,30.0,48
Sioux Falls(Mitchell) SD,31.0,18.0,72.0,44.0,97.0,21.0,16.0,38.0,49.0,34.0,40.0,13
Spokane WA,51.0,56.0,73.0,83.0,58.0,57.0,61.0,54.0,54.0,40.0,36.0,49
Springfield MO,49.0,33.0,33.0,64.0,34.0,53.0,45.0,54.0,56.0,49.0,34.0,41
Springfield-Holyoke MA,55.0,27.0,37.0,35.0,19.0,48.0,35.0,40.0,47.0,41.0,31.0,48
St. Louis MO,49.0,39.0,55.0,81.0,79.0,59.0,55.0,55.0,71.0,68.0,45.0,76
Syracuse NY,25.0,23.0,53.0,41.0,29.0,29.0,21.0,36.0,41.0,36.0,25.0,41
Tampa-St. Petersburg (Sarasota) FL,45.0,32.0,48.0,64.0,68.0,64.0,52.0,54.0,51.0,50.0,33.0,43
Toledo OH,54.0,29.0,56.0,58.0,41.0,28.0,17.0,45.0,35.0,31.0,45.0,50
Tucson (Sierra Vista) AZ,60.0,53.0,58.0,61.0,51.0,63.0,61.0,49.0,59.0,43.0,31.0,53
Tulsa OK,54.0,53.0,80.0,49.0,55.0,91.0,48.0,89.0,88.0,69.0,51.0,59
Waco-Temple-Bryan TX,44.0,30.0,25.0,78.0,75.0,43.0,51.0,40.0,57.0,52.0,34.0,49
Washington DC (Hagerstown MD),50.0,37.0,49.0,53.0,46.0,48.0,36.0,36.0,40.0,39.0,33.0,40
West Palm Beach-Ft. Pierce FL,53.0,47.0,48.0,54.0,50.0,61.0,58.0,59.0,46.0,38.0,36.0,42
Wichita-Hutchinson KS,35.0,40.0,55.0,78.0,70.0,50.0,56.0,60.0,51.0,41.0,42.0,55
Wilkes Barre-Scranton PA,41.0,31.0,49.0,62.0,43.0,44.0,29.0,39.0,41.0,31.0,27.0,38
Yakima-Pasco-Richland-Kennewick WA,39.0,,48.0,97.0,29.0,71.0,55.0,42.0,73.0,40.0,41.0,68
Davenport IA-Rock Island-Moline IL,,49.0,53.0,52.0,39.0,48.0,36.0,56.0,53.0,60.0,37.0,46
Ft. Smith-Fayetteville-Springdale-Rogers AR,,18.0,26.0,52.0,38.0,36.0,28.0,37.0,59.0,36.0,31.0,40
Lansing MI,,25.0,44.0,56.0,43.0,34.0,24.0,37.0,51.0,49.0,30.0,40
Peoria-Bloomington IL,,45.0,27.0,53.0,43.0,25.0,29.0,30.0,47.0,25.0,35.0,40
Florence-Myrtle Beach SC,,,,,,42.0,46.0,39.0,46.0,29.0,26.0,55
Lincoln & Hastings-Kearney NE,,,,,,55.0,59.0,42.0,49.0,55.0,26.0,47
Boise ID,,,,,,,,,,,,27
