,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Ft. Smith-Fayetteville-Springdale-Rogers AR,38.0,,37.0,54,38.0,35,23,32,67,40,33,41
Grand Rapids-Kalamazoo-Battle Creek MI,22.0,25.0,30.0,35,22.0,38,28,43,44,42,34,56
Green Bay-Appleton WI,13.0,23.0,45.0,28,48.0,43,22,35,36,25,18,48
Greensboro-High Point-Winston Salem NC,32.0,21.0,38.0,29,65.0,54,32,55,81,37,34,43
Greenville-Spartanburg SC-Asheville NC-Anderson SC,60.0,50.0,46.0,65,45.0,58,37,56,58,49,30,48
Harlingen-Weslaco-Brownsville-McAllen TX,54.0,35.0,37.0,27,19.0,36,23,24,19,26,18,27
Harrisburg-Lancaster-Lebanon-York PA,22.0,36.0,43.0,48,40.0,23,20,42,40,27,24,41
Hartford & New Haven CT,44.0,40.0,57.0,60,67.0,61,52,74,78,67,45,55
Honolulu HI,70.0,39.0,54.0,73,85.0,53,41,61,60,53,39,54
Houston TX,58.0,50.0,65.0,71,74.0,64,47,58,68,58,36,58
Huntsville-Decatur (Florence) AL,17.0,31.0,46.0,61,48.0,48,34,50,38,38,24,38
Indianapolis IN,48.0,32.0,64.0,57,52.0,49,37,58,49,55,38,43
Jacksonville FL,46.0,28.0,56.0,37,70.0,57,40,55,65,45,32,38
Kansas City MO,59.0,56.0,67.0,70,68.0,79,58,76,75,69,50,66
Knoxville TN,65.0,35.0,53.0,46,69.0,40,25,49,47,45,30,40
Las Vegas NV,77.0,61.0,80.0,75,90.0,78,68,90,90,73,55,85
Lexington KY,10.0,33.0,50.0,54,54.0,39,36,48,49,43,30,43
Lincoln & Hastings-Kearney NE,65.0,28.0,51.0,35,56.0,55,55,36,56,51,22,49
Little Rock-Pine Bluff AR,46.0,33.0,69.0,51,81.0,48,50,50,50,51,35,49
Los Angeles CA,68.0,60.0,86.0,80,87.0,82,57,75,76,63,46,59
Louisville KY,41.0,27.0,61.0,67,59.0,64,48,65,64,66,46,57
Madison WI,21.0,39.0,51.0,39,57.0,45,27,56,59,49,33,56
Memphis TN,58.0,31.0,40.0,62,43.0,68,53,83,72,65,45,79
Miami-Ft. Lauderdale FL,52.0,45.0,79.0,64,73.0,64,56,56,69,48,33,46
Milwaukee WI,58.0,39.0,40.0,40,92.0,70,63,66,58,54,54,74
Minneapolis-St. Paul MN,47.0,36.0,44.0,65,51.0,39,38,48,55,58,54,61
Mobile AL-Pensacola (Ft. Walton Beach) FL,58.0,15.0,61.0,43,21.0,48,40,42,65,47,27,39
Monterey-Salinas CA,70.0,60.0,96.0,35,74.0,86,34,75,51,41,42,31
Nashville TN,37.0,42.0,57.0,57,47.0,48,43,60,65,50,35,49
New Orleans LA,30.0,33.0,48.0,70,66.0,56,49,62,62,68,31,59
New York NY,52.0,36.0,54.0,52,51.0,46,34,44,43,40,29,38
Norfolk-Portsmouth-Newport News VA,37.0,38.0,52.0,52,57.0,47,36,56,61,52,36,59
Oklahoma City OK,64.0,27.0,59.0,54,68.0,59,56,64,70,54,37,46
Omaha NE,56.0,50.0,74.0,80,62.0,71,34,55,72,51,37,58
Orlando-Daytona Beach-Melbourne FL,65.0,44.0,58.0,59,65.0,60,46,53,64,46,30,42
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,42.0,32.0,90.0,28,46.0,32,31,44,69,44,37,34
Peoria-Bloomington IL,37.0,45.0,44.0,50,44.0,40,26,49,56,25,38,40
Philadelphia PA,52.0,44.0,75.0,63,51.0,51,36,45,52,43,36,57
Phoenix AZ,58.0,47.0,73.0,71,63.0,59,50,52,67,52,34,50
Pittsburgh PA,40.0,33.0,40.0,43,48.0,39,30,29,39,32,24,31
Portland OR,64.0,45.0,40.0,48,58.0,74,60,86,92,73,68,94
Portland-Auburn ME,34.0,26.0,58.0,41,34.0,15,29,28,18,44,16,26
Providence RI-New Bedford MA,47.0,35.0,46.0,63,72.0,51,48,38,54,41,40,36
Raleigh-Durham (Fayetteville) NC,39.0,29.0,44.0,49,51.0,37,27,40,47,45,32,37
Reno NV,46.0,36.0,71.0,100,78.0,73,58,50,72,46,44,52
Richmond-Petersburg VA,30.0,33.0,52.0,45,60.0,42,34,52,62,44,28,42
Roanoke-Lynchburg VA,19.0,45.0,47.0,13,9.0,50,26,45,54,31,22,48
Rochester NY,42.0,27.0,41.0,45,65.0,36,24,48,38,33,39,49
Sacramento-Stockton-Modesto CA,75.0,72.0,99.0,86,100.0,90,69,99,96,77,47,66
Salt Lake City UT,42.0,32.0,60.0,65,76.0,56,40,50,51,50,32,42
San Antonio TX,76.0,52.0,76.0,79,74.0,62,44,65,68,58,37,62
San Diego CA,75.0,56.0,100.0,90,78.0,82,54,74,87,64,47,60
San Francisco-Oakland-San Jose CA,70.0,65.0,85.0,83,86.0,73,58,71,83,63,55,70
Santa Barbara-Santa Maria-San Luis Obispo CA,54.0,29.0,39.0,73,40.0,70,26,54,66,34,33,40
Savannah GA,30.0,35.0,48.0,54,30.0,53,31,52,40,46,32,35
Seattle-Tacoma WA,64.0,61.0,76.0,82,84.0,84,57,70,89,64,50,81
Shreveport LA,42.0,18.0,66.0,39,48.0,54,57,52,53,24,34,54
Sioux Falls(Mitchell) SD,57.0,38.0,30.0,41,97.0,21,13,42,62,35,35,12
Spokane WA,56.0,56.0,73.0,78,59.0,58,62,61,57,39,32,59
Springfield MO,46.0,33.0,53.0,60,34.0,54,38,65,63,49,24,42
Springfield-Holyoke MA,53.0,27.0,47.0,56,45.0,48,30,52,53,41,32,48
St. Louis MO,36.0,39.0,62.0,76,73.0,60,48,55,80,67,44,76
Syracuse NY,25.0,23.0,42.0,38,29.0,29,22,40,46,35,28,40
Tampa-St. Petersburg (Sarasota) FL,47.0,32.0,54.0,59,68.0,64,46,59,58,49,31,44
Toledo OH,50.0,29.0,64.0,55,33.0,29,22,44,41,29,38,50
Tucson (Sierra Vista) AZ,59.0,53.0,62.0,61,51.0,64,58,51,66,43,16,56
Tulsa OK,75.0,35.0,78.0,46,55.0,92,45,99,100,66,47,59
Washington DC (Hagerstown MD),51.0,37.0,55.0,51,47.0,48,34,37,45,40,30,41
West Palm Beach-Ft. Pierce FL,35.0,47.0,54.0,51,50.0,62,47,56,54,38,34,42
Wichita-Hutchinson KS,43.0,40.0,56.0,73,72.0,57,49,71,57,41,36,55
Wilkes Barre-Scranton PA,49.0,31.0,66.0,70,43.0,45,25,41,50,31,22,38
Amarillo TX,,21.0,55.0,29,56.0,27,31,56,91,34,39,35
Baton Rouge LA,,11.0,68.0,62,67.0,46,29,58,54,41,41,52
Boise ID,,36.0,,39,42.0,30,38,41,50,20,21,27
Lansing MI,,25.0,58.0,52,43.0,34,24,44,52,46,31,40
Waco-Temple-Bryan TX,,30.0,32.0,61,53.0,39,42,36,57,52,28,49
Yakima-Pasco-Richland-Kennewick WA,,,69.0,91,31.0,72,60,43,81,40,32,72
