,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Flint-Saginaw-Bay City MI,23.0,35.0,33.0,39.0,,31,39,35,33,28,27,33
Fresno-Visalia CA,61.0,58.0,100.0,92.0,83.0,90,67,84,68,72,57,67
Ft. Myers-Naples FL,38.0,24.0,27.0,40.0,43.0,62,38,49,48,35,29,26
Grand Rapids-Kalamazoo-Battle Creek MI,21.0,25.0,32.0,38.0,22.0,38,32,38,38,42,35,56
Green Bay-Appleton WI,31.0,23.0,25.0,30.0,48.0,43,21,28,31,25,21,47
Greensboro-High Point-Winston Salem NC,33.0,21.0,34.0,31.0,65.0,54,36,50,69,37,37,45
Greenville-Spartanburg SC-Asheville NC-Anderson SC,43.0,50.0,48.0,69.0,45.0,62,39,46,50,49,33,50
Harlingen-Weslaco-Brownsville-McAllen TX,30.0,35.0,43.0,28.0,19.0,36,31,20,16,26,23,30
Harrisburg-Lancaster-Lebanon-York PA,46.0,36.0,39.0,51.0,40.0,23,23,37,38,28,26,41
Hartford & New Haven CT,35.0,40.0,38.0,64.0,71.0,61,55,70,68,67,49,57
Honolulu HI,70.0,39.0,46.0,78.0,85.0,53,47,56,52,53,40,51
Houston TX,58.0,50.0,58.0,74.0,75.0,64,52,55,59,58,38,59
Huntsville-Decatur (Florence) AL,37.0,31.0,56.0,65.0,48.0,41,37,38,33,38,29,38
Indianapolis IN,46.0,32.0,58.0,61.0,52.0,49,44,50,42,55,39,44
Jacksonville FL,43.0,28.0,42.0,39.0,70.0,54,38,51,57,45,32,39
Kansas City MO,65.0,56.0,58.0,74.0,68.0,79,63,63,65,69,52,66
Knoxville TN,93.0,35.0,46.0,49.0,69.0,40,32,44,41,45,32,45
Las Vegas NV,83.0,61.0,61.0,79.0,90.0,78,74,76,79,73,61,87
Lexington KY,42.0,33.0,43.0,57.0,54.0,39,39,40,43,43,35,44
Lincoln & Hastings-Kearney NE,29.0,28.0,27.0,37.0,56.0,55,59,42,48,51,33,46
Little Rock-Pine Bluff AR,41.0,33.0,51.0,57.0,80.0,48,50,49,44,49,37,50
Los Angeles CA,68.0,60.0,77.0,85.0,87.0,82,61,67,66,63,50,62
Louisville KY,45.0,27.0,47.0,71.0,59.0,64,46,56,56,66,47,57
Madison WI,33.0,39.0,38.0,41.0,57.0,45,27,65,52,49,37,56
Memphis TN,52.0,31.0,37.0,66.0,43.0,68,54,77,63,65,49,79
Miami-Ft. Lauderdale FL,51.0,45.0,67.0,67.0,74.0,64,59,51,60,48,36,46
Milwaukee WI,53.0,39.0,36.0,43.0,92.0,76,67,59,50,54,58,78
Minneapolis-St. Paul MN,47.0,36.0,40.0,68.0,51.0,39,42,45,47,58,56,64
Mobile AL-Pensacola (Ft. Walton Beach) FL,49.0,15.0,56.0,45.0,21.0,48,41,40,57,47,25,37
Monterey-Salinas CA,72.0,60.0,72.0,37.0,74.0,86,38,67,100,41,54,33
Nashville TN,32.0,42.0,47.0,60.0,47.0,48,49,55,57,50,35,49
New Orleans LA,37.0,33.0,44.0,74.0,66.0,56,56,57,54,68,31,58
New York NY,53.0,36.0,49.0,55.0,51.0,46,37,40,38,40,32,40
Norfolk-Portsmouth-Newport News VA,51.0,38.0,52.0,55.0,54.0,47,41,50,53,52,39,61
Oklahoma City OK,54.0,27.0,46.0,57.0,68.0,59,57,60,61,54,41,47
Omaha NE,58.0,50.0,70.0,78.0,62.0,71,44,48,63,51,41,58
Orlando-Daytona Beach-Melbourne FL,62.0,44.0,49.0,63.0,65.0,59,51,48,55,46,32,43
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,97.0,32.0,66.0,44.0,58.0,32,33,33,60,44,39,35
Philadelphia PA,52.0,44.0,66.0,67.0,51.0,50,42,42,45,43,38,58
Phoenix AZ,53.0,47.0,67.0,75.0,63.0,59,54,49,58,52,38,50
Pittsburgh PA,46.0,33.0,31.0,46.0,48.0,39,30,26,34,32,25,33
Portland OR,61.0,45.0,33.0,50.0,58.0,74,66,79,80,73,77,99
Portland-Auburn ME,33.0,26.0,46.0,24.0,34.0,15,30,34,16,44,20,25
Providence RI-New Bedford MA,52.0,35.0,37.0,66.0,72.0,51,49,34,47,42,42,39
Raleigh-Durham (Fayetteville) NC,40.0,29.0,41.0,53.0,51.0,37,32,36,41,44,35,40
Reno NV,30.0,36.0,86.0,76.0,78.0,73,69,39,62,46,40,47
Richmond-Petersburg VA,26.0,33.0,37.0,47.0,57.0,42,33,56,54,44,28,49
Roanoke-Lynchburg VA,30.0,45.0,27.0,14.0,8.0,51,38,33,47,31,24,45
Rochester NY,44.0,27.0,40.0,54.0,65.0,36,32,53,33,33,35,54
Sacramento-Stockton-Modesto CA,66.0,72.0,87.0,91.0,100.0,90,77,88,83,77,53,69
Salt Lake City UT,40.0,32.0,60.0,69.0,74.0,56,45,50,46,50,34,45
San Antonio TX,64.0,52.0,66.0,84.0,74.0,62,47,59,59,58,39,64
San Diego CA,68.0,56.0,89.0,95.0,79.0,82,62,68,76,64,49,60
San Francisco-Oakland-San Jose CA,71.0,65.0,76.0,88.0,86.0,73,64,63,72,63,57,71
Santa Barbara-Santa Maria-San Luis Obispo CA,62.0,29.0,37.0,77.0,40.0,70,33,59,58,38,35,43
Savannah GA,98.0,35.0,31.0,58.0,30.0,53,28,49,35,46,37,34
Seattle-Tacoma WA,68.0,61.0,70.0,87.0,84.0,84,61,65,77,64,54,82
Shreveport LA,44.0,18.0,60.0,41.0,48.0,54,54,53,46,24,30,50
Sioux Falls(Mitchell) SD,31.0,38.0,72.0,44.0,97.0,21,21,36,54,34,41,26
Spokane WA,51.0,56.0,73.0,83.0,59.0,58,61,54,50,39,34,52
Springfield MO,49.0,33.0,34.0,63.0,34.0,54,45,54,55,49,33,42
Springfield-Holyoke MA,55.0,27.0,47.0,59.0,19.0,48,35,40,46,41,31,54
St. Louis MO,49.0,39.0,55.0,80.0,73.0,60,56,55,69,67,46,78
Syracuse NY,25.0,23.0,53.0,41.0,29.0,30,21,37,40,35,25,43
Tampa-St. Petersburg (Sarasota) FL,45.0,32.0,48.0,64.0,68.0,64,52,54,51,49,33,44
Toledo OH,54.0,29.0,56.0,58.0,41.0,29,20,45,36,31,45,48
Tucson (Sierra Vista) AZ,60.0,53.0,58.0,61.0,51.0,64,61,49,58,43,24,58
Tulsa OK,54.0,35.0,67.0,49.0,55.0,92,48,89,87,66,50,56
Waco-Temple-Bryan TX,45.0,30.0,25.0,65.0,75.0,44,45,40,50,52,34,44
Washington DC (Hagerstown MD),50.0,37.0,49.0,54.0,47.0,48,36,36,39,40,33,43
West Palm Beach-Ft. Pierce FL,53.0,47.0,48.0,53.0,50.0,62,58,59,45,38,37,43
Wichita-Hutchinson KS,34.0,40.0,55.0,77.0,72.0,57,56,60,50,41,41,52
Wilkes Barre-Scranton PA,41.0,31.0,49.0,74.0,43.0,45,29,38,43,31,28,41
Yakima-Pasco-Richland-Kennewick WA,39.0,,48.0,96.0,31.0,72,55,42,71,40,30,75
Davenport IA-Rock Island-Moline IL,,49.0,53.0,52.0,58.0,48,37,69,52,60,36,46
Florence-Myrtle Beach SC,,47.0,34.0,44.0,91.0,43,46,39,51,29,26,56
Lansing MI,,25.0,44.0,55.0,43.0,34,24,37,50,49,30,45
Peoria-Bloomington IL,,45.0,27.0,53.0,43.0,42,23,30,46,25,35,38
Ft. Smith-Fayetteville-Springdale-Rogers AR,,,26.0,51.0,38.0,35,28,38,58,40,31,37
