,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Honolulu HI,51.0,32.0,62.0,79,84.0,55,41,62,64,57.0,36,53
Houston TX,49.0,50.0,56.0,80,77.0,65,50,61,64,61.0,35,60
Indianapolis IN,40.0,29.0,53.0,61,58.0,50,39,54,48,58.0,37,46
Jacksonville FL,40.0,38.0,55.0,44,60.0,57,37,59,68,48.0,30,37
Kansas City MO,56.0,58.0,57.0,79,69.0,76,55,72,78,72.0,50,67
Knoxville TN,76.0,35.0,40.0,49,63.0,49,25,44,60,44.0,30,47
Las Vegas NV,84.0,67.0,60.0,77,93.0,77,68,86,84,73.0,58,90
Lexington KY,9.0,30.0,45.0,66,68.0,41,37,45,42,43.0,29,42
Lincoln & Hastings-Kearney NE,65.0,10.0,26.0,69,56.0,59,40,39,58,50.0,26,44
Little Rock-Pine Bluff AR,38.0,46.0,46.0,77,69.0,48,48,53,52,45.0,38,52
Los Angeles CA,61.0,62.0,76.0,89,91.0,80,58,77,74,64.0,46,64
Louisville KY,57.0,27.0,46.0,58,58.0,60,49,64,63,66.0,46,58
Madison WI,34.0,40.0,42.0,45,53.0,44,26,65,63,52.0,36,57
Memphis TN,27.0,32.0,35.0,48,39.0,71,49,87,70,70.0,46,80
Miami-Ft. Lauderdale FL,49.0,38.0,67.0,72,73.0,65,56,59,66,49.0,32,48
Milwaukee WI,47.0,40.0,42.0,50,98.0,78,61,69,53,55.0,56,84
Minneapolis-St. Paul MN,41.0,37.0,42.0,68,53.0,41,39,51,53,60.0,52,65
Mobile AL-Pensacola (Ft. Walton Beach) FL,16.0,26.0,50.0,45,33.0,41,44,44,64,48.0,29,34
Monterey-Salinas CA,61.0,63.0,64.0,54,39.0,83,38,85,80,41.0,47,34
Nashville TN,29.0,37.0,47.0,53,52.0,50,44,66,61,51.0,34,53
New Orleans LA,45.0,33.0,43.0,76,62.0,58,51,62,60,67.0,30,61
New York NY,45.0,37.0,48.0,57,54.0,47,35,48,43,41.0,31,40
Norfolk-Portsmouth-Newport News VA,41.0,39.0,46.0,39,52.0,55,39,58,56,50.0,35,63
Oklahoma City OK,43.0,26.0,42.0,60,69.0,62,58,65,67,56.0,37,50
Omaha NE,57.0,46.0,62.0,70,64.0,68,37,59,69,53.0,38,60
Orlando-Daytona Beach-Melbourne FL,50.0,46.0,48.0,70,67.0,63,45,54,64,48.0,29,44
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,39.0,30.0,55.0,35,52.0,30,29,54,73,37.0,37,38
Peoria-Bloomington IL,15.0,30.0,40.0,74,41.0,25,35,49,47,33.0,39,41
Philadelphia PA,45.0,47.0,69.0,69,53.0,51,37,49,49,45.0,35,60
Phoenix AZ,47.0,49.0,66.0,80,65.0,60,48,53,63,55.0,35,52
Pittsburgh PA,34.0,36.0,36.0,52,53.0,38,30,28,36,34.0,21,34
Portland OR,62.0,48.0,33.0,56,61.0,80,62,89,93,75.0,68,98
Portland-Auburn ME,30.0,31.0,52.0,27,16.0,17,30,30,26,42.0,17,26
Providence RI-New Bedford MA,49.0,26.0,36.0,70,70.0,47,46,47,49,44.0,40,40
Raleigh-Durham (Fayetteville) NC,33.0,34.0,41.0,53,54.0,41,30,45,48,46.0,32,39
Reno NV,34.0,41.0,68.0,95,78.0,76,54,48,74,52.0,39,50
Richmond-Petersburg VA,34.0,31.0,37.0,47,41.0,42,34,62,53,48.0,25,42
Rochester NY,51.0,22.0,40.0,56,56.0,42,26,38,40,35.0,37,51
Sacramento-Stockton-Modesto CA,67.0,72.0,86.0,100,95.0,93,70,100,91,80.0,47,68
Salt Lake City UT,38.0,35.0,59.0,74,73.0,62,41,53,53,53.0,31,44
San Antonio TX,55.0,48.0,70.0,86,77.0,67,44,72,64,61.0,37,64
San Diego CA,64.0,60.0,90.0,99,80.0,85,53,74,87,71.0,47,61
San Francisco-Oakland-San Jose CA,59.0,68.0,76.0,91,90.0,76,60,70,79,66.0,54,74
Santa Barbara-Santa Maria-San Luis Obispo CA,33.0,24.0,43.0,79,36.0,58,35,50,62,32.0,34,38
Savannah GA,18.0,36.0,40.0,54,33.0,55,31,59,29,44.0,36,39
Seattle-Tacoma WA,55.0,60.0,68.0,97,86.0,86,57,74,80,65.0,54,85
Shreveport LA,47.0,22.0,36.0,41,48.0,52,53,56,42,36.0,33,49
Sioux Falls(Mitchell) SD,49.0,46.0,81.0,27,44.0,44,49,47,57,30.0,34,24
Spokane WA,57.0,54.0,83.0,87,50.0,57,56,62,59,36.0,36,52
Springfield MO,48.0,37.0,27.0,70,34.0,55,39,67,51,50.0,27,40
Springfield-Holyoke MA,51.0,33.0,40.0,72,35.0,52,32,45,53,45.0,29,47
St. Louis MO,45.0,42.0,55.0,80,78.0,64,51,58,77,65.0,43,79
Syracuse NY,36.0,24.0,32.0,33,30.0,32,16,50,47,36.0,28,41
Tampa-St. Petersburg (Sarasota) FL,40.0,31.0,48.0,68,65.0,66,47,61,53,55.0,32,45
Toledo OH,42.0,36.0,56.0,64,29.0,31,17,50,37,34.0,42,46
Tucson (Sierra Vista) AZ,51.0,46.0,51.0,62,73.0,62,53,50,65,33.0,23,55
Tulsa OK,51.0,35.0,74.0,51,66.0,85,43,96,99,75.0,47,61
Waco-Temple-Bryan TX,36.0,29.0,25.0,66,79.0,38,37,42,63,50.0,32,49
Washington DC (Hagerstown MD),43.0,37.0,48.0,54,48.0,49,32,40,44,43.0,30,43
West Palm Beach-Ft. Pierce FL,49.0,50.0,50.0,56,41.0,60,50,63,53,41.0,34,46
Wichita-Hutchinson KS,25.0,40.0,65.0,79,76.0,62,55,78,50,51.0,39,51
Wilkes Barre-Scranton PA,42.0,27.0,66.0,77,47.0,43,26,44,49,37.0,24,44
Yakima-Pasco-Richland-Kennewick WA,48.0,19.0,23.0,56,33.0,72,61,48,64,43.0,33,70
Amarillo TX,,53.0,67.0,36,,52,51,83,66,44.0,36,43
Augusta GA,,23.0,66.0,96,77.0,55,26,54,61,48.0,36,44
Baton Rouge LA,,10.0,49.0,53,48.0,52,29,55,50,36.0,38,54
Florence-Myrtle Beach SC,,33.0,38.0,67,84.0,30,29,45,43,35.0,24,58
Huntsville-Decatur (Florence) AL,,20.0,53.0,80,47.0,41,24,47,42,51.0,29,41
Lansing MI,,36.0,50.0,45,39.0,26,24,33,43,49.0,15,36
Roanoke-Lynchburg VA,,45.0,29.0,14,11.0,58,22,36,50,32.0,22,48
