,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Grand Rapids-Kalamazoo-Battle Creek MI,,27.0,19.0,,31.0,38.0,,46.0,,63.0,38.0,51
Greensboro-High Point-Winston Salem NC,,31.0,22.0,,57.0,56.0,,56.0,,50.0,37.0,47
Greenville-Spartanburg SC-Asheville NC-Anderson SC,,54.0,27.0,,28.0,57.0,,55.0,,73.0,35.0,48
Harrisburg-Lancaster-Lebanon-York PA,,34.0,14.0,,36.0,33.0,,40.0,,40.0,27.0,42
Hartford & New Haven CT,,47.0,30.0,,65.0,60.0,,76.0,,100.0,53.0,58
Honolulu HI,,38.0,34.0,,84.0,48.0,,58.0,,,44.0,56
Huntsville-Decatur (Florence) AL,,36.0,31.0,,38.0,44.0,,52.0,,,35.0,40
Indianapolis IN,,42.0,39.0,,49.0,49.0,,55.0,,79.0,43.0,45
Jackson MS,,17.0,45.0,,25.0,58.0,,43.0,,,39.0,46
Jacksonville FL,,25.0,33.0,,60.0,58.0,,57.0,,69.0,36.0,35
Knoxville TN,,41.0,35.0,,42.0,43.0,,49.0,,70.0,33.0,43
Lansing MI,,50.0,45.0,,42.0,21.0,,39.0,,73.0,25.0,35
Las Vegas NV,,87.0,46.0,,90.0,75.0,,81.0,,,63.0,85
Lexington KY,,42.0,29.0,,56.0,36.0,,48.0,,59.0,28.0,45
Lincoln & Hastings-Kearney NE,,48.0,42.0,,48.0,56.0,,47.0,,,33.0,41
Little Rock-Pine Bluff AR,,46.0,46.0,,75.0,47.0,,59.0,,,38.0,42
Los Angeles CA,,77.0,58.0,,88.0,81.0,,73.0,,,52.0,59
Louisville KY,,37.0,33.0,,55.0,65.0,,71.0,,91.0,52.0,59
Miami-Ft. Lauderdale FL,,54.0,47.0,,66.0,61.0,,57.0,,68.0,38.0,46
Mobile AL-Pensacola (Ft. Walton Beach) FL,,42.0,33.0,,34.0,41.0,,41.0,,,31.0,38
Monterey-Salinas CA,,45.0,56.0,,69.0,86.0,,61.0,,,44.0,29
New York NY,,46.0,34.0,,54.0,45.0,,44.0,,61.0,34.0,39
Norfolk-Portsmouth-Newport News VA,,46.0,35.0,,53.0,53.0,,53.0,,76.0,39.0,59
Orlando-Daytona Beach-Melbourne FL,,53.0,35.0,,65.0,57.0,,53.0,,65.0,35.0,42
Philadelphia PA,,55.0,48.0,,52.0,51.0,,45.0,,63.0,39.0,58
Phoenix AZ,,62.0,46.0,,62.0,57.0,,52.0,,,39.0,49
Pittsburgh PA,,33.0,25.0,,50.0,37.0,,28.0,,46.0,27.0,32
Portland OR,,58.0,26.0,,57.0,73.0,,85.0,,,77.0,98
Portland-Auburn ME,,34.0,38.0,,41.0,12.0,,31.0,,66.0,26.0,26
Providence RI-New Bedford MA,,34.0,16.0,,68.0,48.0,,43.0,,63.0,42.0,40
Raleigh-Durham (Fayetteville) NC,,39.0,24.0,,45.0,37.0,,42.0,,66.0,35.0,37
Reno NV,,50.0,44.0,,78.0,68.0,,35.0,,,46.0,51
Richmond-Petersburg VA,,42.0,33.0,,48.0,40.0,,63.0,,65.0,30.0,37
Rochester NY,,26.0,34.0,,59.0,39.0,,48.0,,52.0,34.0,47
Sacramento-Stockton-Modesto CA,,91.0,65.0,,100.0,87.0,,100.0,,,51.0,71
Salt Lake City UT,,47.0,43.0,,70.0,60.0,,51.0,,,37.0,42
San Diego CA,,75.0,65.0,,76.0,79.0,,72.0,,,51.0,61
San Francisco-Oakland-San Jose CA,,80.0,54.0,,86.0,71.0,,69.0,,,61.0,72
Santa Barbara-Santa Maria-San Luis Obispo CA,,92.0,9.0,,49.0,65.0,,49.0,,,37.0,27
Savannah GA,,56.0,28.0,,35.0,50.0,,57.0,,68.0,38.0,35
Seattle-Tacoma WA,,77.0,49.0,,86.0,87.0,,70.0,,,56.0,82
Sioux Falls(Mitchell) SD,,43.0,15.0,,23.0,42.0,,26.0,,,44.0,29
Spokane WA,,68.0,60.0,,63.0,56.0,,63.0,,,35.0,51
Springfield-Holyoke MA,,41.0,19.0,,32.0,35.0,,45.0,,64.0,32.0,44
Syracuse NY,,38.0,26.0,,32.0,34.0,,38.0,,40.0,32.0,44
Tampa-St. Petersburg (Sarasota) FL,,38.0,32.0,,63.0,63.0,,61.0,,76.0,36.0,45
Toledo OH,,48.0,40.0,,42.0,24.0,,49.0,,51.0,43.0,47
Tucson (Sierra Vista) AZ,,52.0,42.0,,62.0,60.0,,52.0,,,26.0,56
Washington DC (Hagerstown MD),,46.0,35.0,,46.0,46.0,,39.0,,58.0,34.0,41
West Palm Beach-Ft. Pierce FL,,57.0,32.0,,47.0,61.0,,59.0,,57.0,39.0,42
Yakima-Pasco-Richland-Kennewick WA,,63.0,45.0,,13.0,72.0,,41.0,,,37.0,73
Albany GA,,,,,,,,,,,,50
Alexandria LA,,,,,,,,,,,,41
Anchorage AK,,,,,,,,,,,,47
Bangor ME,,,,,,,,,,,,48
Beaumont-Port Arthur TX,,,,,,,,,,,,35
Bend OR,,,,,,,,,,,,37
"Billings, MT",,,,,,,,,,,,48
Biloxi-Gulfport MS,,,,,,,,,,,,40
Binghamton NY,,,,,,,,,,,,45
Bowling Green KY,,,,,,,,,,,,33
Butte-Bozeman MT,,,,,,,,,,,,27
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,,,,,,,,,,,,39
Charlottesville VA,,,,,,,,,,,,11
Chico-Redding CA,,,,,,,,,,,,80
Clarksburg-Weston WV,,,,,,,,,,,,31
Columbia-Jefferson City MO,,,,,,,,,,,,43
Columbus GA,,,,,,,,,,,,45
Columbus-Tupelo-West Point MS,,,,,,,,,,,,24
Corpus Christi TX,,,,,,,,,,,,44
Dothan AL,,,,,,,,,,,,39
Duluth MN-Superior WI,,,,,,,,,,,,29
Elmira NY,,,,,,,,,,,,34
Erie PA,,,,,,,,,,,,27
Eureka CA,,,,,,,,,,,,57
Evansville IN,,,,,,,,,,,,38
Fargo-Valley City ND,,,,,,,,,,,,29
Ft. Wayne IN,,,,,,,,,,,,37
Gainesville FL,,,,,,,,,,,,42
Greenville-New Bern-Washington NC,,,,,,,,,,,,42
Greenwood-Greenville MS,,,,,,,,,,,,56
Harrisonburg VA,,,,,,,,,,,,40
Hattiesburg-Laurel MS,,,,,,,,,,,,45
Idaho Falls-Pocatello ID,,,,,,,,,,,,32
Johnstown-Altoona PA,,,,,,,,,,,,29
Jonesboro AR,,,,,,,,,,,,34
Joplin MO-Pittsburg KS,,,,,,,,,,,,59
La Crosse-Eau Claire WI,,,,,,,,,,,,25
Lafayette IN,,,,,,,,,,,,60
Lafayette LA,,,,,,,,,,,,46
Lubbock TX,,,,,,,,,,,,41
Macon GA,,,,,,,,,,,,23
Mankato MN,,,,,,,,,,,,53
Medford-Klamath Falls OR,,,,,,,,,,,,58
Minot-Bismarck-Dickinson(Williston) ND,,,,,,,,,,,,28
Missoula MT,,,,,,,,,,,,31
Monroe LA-El Dorado AR,,,,,,,,,,,,48
Montgomery (Selma) AL,,,,,,,,,,,,50
Odessa-Midland TX,,,,,,,,,,,,40
Palm Springs CA,,,,,,,,,,,,33
Panama City FL,,,,,,,,,,,,36
Quincy IL-Hannibal MO-Keokuk IA,,,,,,,,,,,,39
Rapid City SD,,,,,,,,,,,,34
Rochester MN-Mason City IA-Austin MN,,,,,,,,,,,,45
Rockford IL,,,,,,,,,,,,39
Salisbury MD,,,,,,,,,,,,32
San Angelo TX,,,,,,,,,,,,54
Sherman TX-Ada OK,,,,,,,,,,,,31
Sioux City IA,,,,,,,,,,,,31
South Bend-Elkhart IN,,,,,,,,,,,,48
Tallahassee FL-Thomasville GA,,,,,,,,,,,,52
Terre Haute IN,,,,,,,,,,,,38
Topeka KS,,,,,,,,,,,,54
Traverse City-Cadillac MI,,,,,,,,,,,,17
Tri-Cities TN-VA,,,,,,,,,,,,43
Tyler-Longview(Lufkin & Nacogdoches) TX,,,,,,,,,,,,31
Utica NY,,,,,,,,,,,,37
Victoria TX,,,,,,,,,,,,89
Watertown NY,,,,,,,,,,,,29
Wausau-Rhinelander WI,,,,,,,,,,,,35
Wheeling WV-Steubenville OH,,,,,,,,,,,,35
Wilmington NC,,,,,,,,,,,,37
Youngstown OH,,,,,,,,,,,,58
Yuma AZ-El Centro CA,,,,,,,,,,,,31
