,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Oklahoma City OK,43.0,23.0,42.0,49.0,69.0,60,58,59,62,56.0,41,46
Omaha NE,57.0,48.0,62.0,84.0,64.0,71,37,49,63,53.0,42,56
Orlando-Daytona Beach-Melbourne FL,50.0,43.0,48.0,63.0,67.0,59,45,48,61,48.0,35,43
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,39.0,27.0,55.0,42.0,52.0,24,29,39,61,37.0,46,36
Peoria-Bloomington IL,15.0,20.0,40.0,35.0,41.0,25,35,39,43,33.0,39,42
Philadelphia PA,45.0,43.0,69.0,65.0,53.0,49,37,42,48,45.0,41,55
Phoenix AZ,47.0,48.0,66.0,77.0,65.0,58,48,49,63,55.0,42,50
Pittsburgh PA,34.0,31.0,36.0,46.0,53.0,42,30,24,35,34.0,27,34
Portland OR,62.0,46.0,33.0,53.0,61.0,72,62,85,88,75.0,80,97
Portland-Auburn ME,30.0,23.0,52.0,30.0,16.0,19,30,30,16,42.0,19,27
Providence RI-New Bedford MA,49.0,29.0,36.0,88.0,70.0,48,46,39,50,44.0,48,35
Raleigh-Durham (Fayetteville) NC,33.0,29.0,41.0,50.0,54.0,36,30,37,43,46.0,36,38
Reno NV,34.0,,68.0,96.0,78.0,63,54,32,67,52.0,43,53
Richmond-Petersburg VA,34.0,29.0,37.0,40.0,41.0,38,34,49,53,48.0,35,42
Rochester NY,51.0,43.0,40.0,48.0,56.0,34,26,41,37,35.0,36,47
Sacramento-Stockton-Modesto CA,67.0,69.0,86.0,93.0,95.0,87,70,90,90,80.0,54,68
Salt Lake City UT,38.0,34.0,59.0,66.0,73.0,61,41,45,49,53.0,37,45
San Antonio TX,55.0,50.0,70.0,86.0,77.0,65,44,59,59,61.0,41,63
San Diego CA,64.0,58.0,90.0,100.0,80.0,80,53,70,86,71.0,51,61
San Francisco-Oakland-San Jose CA,59.0,65.0,76.0,87.0,90.0,70,60,66,78,66.0,61,73
Santa Barbara-Santa Maria-San Luis Obispo CA,33.0,28.0,43.0,80.0,36.0,55,35,49,62,32.0,37,38
Savannah GA,18.0,25.0,40.0,50.0,33.0,51,31,51,40,44.0,44,37
Seattle-Tacoma WA,55.0,59.0,68.0,92.0,86.0,81,57,66,80,65.0,58,80
Shreveport LA,47.0,,36.0,49.0,48.0,48,53,51,48,36.0,30,49
Sioux Falls(Mitchell) SD,49.0,33.0,81.0,38.0,44.0,42,49,37,45,30.0,49,23
Spokane WA,57.0,58.0,83.0,83.0,50.0,49,56,61,51,36.0,38,50
Springfield MO,48.0,44.0,27.0,56.0,34.0,47,39,59,64,50.0,32,39
Springfield-Holyoke MA,51.0,34.0,40.0,56.0,35.0,53,32,49,51,45.0,38,45
St. Louis MO,45.0,39.0,55.0,78.0,78.0,56,51,52,74,65.0,49,75
Syracuse NY,36.0,12.0,32.0,44.0,30.0,27,16,37,39,36.0,32,43
Tampa-St. Petersburg (Sarasota) FL,40.0,29.0,48.0,65.0,65.0,63,47,55,52,55.0,35,44
Toledo OH,42.0,48.0,56.0,64.0,29.0,26,17,49,41,34.0,50,48
Tucson (Sierra Vista) AZ,51.0,37.0,51.0,68.0,73.0,57,53,54,63,33.0,28,50
Tulsa OK,51.0,34.0,74.0,53.0,66.0,82,43,91,100,75.0,56,54
Waco-Temple-Bryan TX,36.0,30.0,25.0,100.0,79.0,35,37,39,58,50.0,34,46
Washington DC (Hagerstown MD),43.0,36.0,48.0,52.0,48.0,47,32,36,41,43.0,36,41
West Palm Beach-Ft. Pierce FL,49.0,46.0,50.0,53.0,41.0,61,50,59,52,41.0,40,42
Wichita-Hutchinson KS,25.0,30.0,65.0,66.0,76.0,53,55,64,52,51.0,47,58
Wilkes Barre-Scranton PA,42.0,30.0,66.0,71.0,47.0,43,26,38,40,37.0,26,40
Yakima-Pasco-Richland-Kennewick WA,48.0,43.0,23.0,68.0,33.0,63,61,40,66,43.0,41,73
Augusta GA,,34.0,66.0,77.0,77.0,42,26,52,51,48.0,39,39
Baton Rouge LA,,12.0,49.0,42.0,48.0,56,29,51,36,36.0,47,49
Florence-Myrtle Beach SC,,44.0,38.0,44.0,84.0,28,29,40,48,35.0,25,54
Huntsville-Decatur (Florence) AL,,26.0,53.0,78.0,47.0,36,24,48,40,51.0,33,42
Lansing MI,,32.0,50.0,33.0,39.0,22,24,34,52,49.0,25,44
Roanoke-Lynchburg VA,,38.0,29.0,12.0,11.0,44,22,37,51,32.0,25,48
Amarillo TX,,,67.0,,,43,51,56,67,44.0,33,39
