,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Los Angeles CA,65.0,70.0,79.0,77,57,79,64,74,69,65,51.0,59
Louisville KY,49.0,39.0,51.0,53,34,60,51,65,59,66,47.0,56
Madison WI,56.0,43.0,47.0,39,35,44,31,62,59,52,37.0,53
Memphis TN,36.0,16.0,40.0,42,32,63,53,90,65,68,55.0,77
Miami-Ft. Lauderdale FL,50.0,50.0,70.0,63,46,61,65,55,61,50,38.0,45
Milwaukee WI,61.0,39.0,38.0,41,54,72,67,66,53,53,62.0,73
Minneapolis-St. Paul MN,41.0,42.0,40.0,60,34,38,42,49,50,60,61.0,62
Mobile AL-Pensacola (Ft. Walton Beach) FL,48.0,15.0,66.0,30,22,41,43,44,61,47,30.0,38
Monterey-Salinas CA,84.0,16.0,100.0,71,37,74,38,77,76,42,51.0,28
Nashville TN,34.0,40.0,45.0,50,32,48,50,61,62,52,38.0,49
New Orleans LA,39.0,37.0,51.0,63,40,52,58,64,56,70,34.0,55
New York NY,51.0,41.0,52.0,53,34,42,38,43,42,42,34.0,37
Norfolk-Portsmouth-Newport News VA,54.0,36.0,46.0,50,31,54,44,56,56,50,42.0,58
Oklahoma City OK,56.0,32.0,53.0,47,43,55,56,64,61,57,37.0,43
Omaha NE,57.0,55.0,77.0,67,40,66,41,55,63,54,40.0,55
Orlando-Daytona Beach-Melbourne FL,59.0,52.0,55.0,59,41,56,49,53,61,49,34.0,42
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,54.0,39.0,48.0,44,42,33,42,43,64,49,37.0,29
Peoria-Bloomington IL,44.0,14.0,33.0,32,33,22,25,49,54,34,44.0,44
Philadelphia PA,47.0,51.0,69.0,61,32,49,40,47,49,44,40.0,55
Phoenix AZ,54.0,55.0,69.0,69,40,57,55,52,61,54,40.0,49
Pittsburgh PA,40.0,38.0,42.0,45,32,36,34,25,35,32,25.0,32
Portland OR,62.0,51.0,36.0,46,36,69,67,84,86,78,77.0,94
Portland-Auburn ME,26.0,26.0,48.0,25,20,14,34,35,22,42,26.0,27
Providence RI-New Bedford MA,47.0,35.0,37.0,56,43,45,53,45,47,44,43.0,32
Raleigh-Durham (Fayetteville) NC,34.0,35.0,48.0,48,35,38,30,44,43,46,36.0,37
Reno NV,23.0,42.0,43.0,85,65,70,66,50,71,53,49.0,46
Richmond-Petersburg VA,28.0,32.0,34.0,57,17,39,37,55,53,49,27.0,41
Roanoke-Lynchburg VA,19.0,24.0,58.0,12,7,47,40,39,48,37,20.0,44
Rochester NY,52.0,18.0,40.0,45,42,40,25,45,42,35,38.0,56
Sacramento-Stockton-Modesto CA,73.0,80.0,94.0,86,60,86,78,95,90,82,55.0,66
Salt Lake City UT,44.0,38.0,62.0,62,44,56,47,47,53,51,35.0,42
San Antonio TX,66.0,58.0,71.0,76,47,59,49,65,60,62,41.0,61
San Diego CA,67.0,69.0,96.0,88,51,82,60,74,84,68,52.0,58
San Francisco-Oakland-San Jose CA,68.0,74.0,82.0,80,56,70,69,72,78,66,62.0,70
Santa Barbara-Santa Maria-San Luis Obispo CA,51.0,43.0,71.0,83,19,58,36,54,64,34,38.0,38
Savannah GA,40.0,46.0,35.0,29,22,44,37,51,36,49,39.0,36
Seattle-Tacoma WA,61.0,70.0,73.0,85,54,81,65,70,81,66,57.0,78
Shreveport LA,58.0,,40.0,25,42,62,44,57,61,35,37.0,49
Sioux Falls(Mitchell) SD,34.0,72.0,75.0,26,30,39,18,40,41,31,45.0,24
Spokane WA,57.0,68.0,67.0,81,33,61,67,60,58,42,42.0,49
Springfield MO,52.0,55.0,40.0,55,25,69,48,64,57,47,30.0,37
Springfield-Holyoke MA,73.0,9.0,41.0,48,24,48,35,47,53,44,35.0,48
St. Louis MO,43.0,40.0,59.0,72,45,64,58,55,75,69,47.0,73
Syracuse NY,16.0,36.0,39.0,29,25,27,22,41,46,34,30.0,40
Tampa-St. Petersburg (Sarasota) FL,44.0,35.0,49.0,60,40,63,51,63,52,53,33.0,42
Toledo OH,72.0,30.0,56.0,58,23,33,25,53,31,35,44.0,45
Tucson (Sierra Vista) AZ,61.0,48.0,56.0,54,39,67,55,56,63,51,32.0,58
Tulsa OK,67.0,37.0,77.0,47,36,82,51,100,100,73,52.0,55
Waco-Temple-Bryan TX,38.0,32.0,31.0,64,45,35,48,36,62,52,35.0,47
Washington DC (Hagerstown MD),48.0,41.0,52.0,50,30,46,37,38,42,43,34.0,38
West Palm Beach-Ft. Pierce FL,48.0,51.0,46.0,41,23,61,56,61,50,40,39.0,43
Wichita-Hutchinson KS,48.0,57.0,65.0,66,43,52,57,74,52,50,46.0,60
Wilkes Barre-Scranton PA,50.0,43.0,51.0,70,33,36,30,45,45,30,26.0,38
Baton Rouge LA,,14.0,57.0,62,35,45,28,51,42,49,39.0,51
Charleston-Huntington WV,,27.0,32.0,47,35,45,37,40,50,34,32.0,39
Yakima-Pasco-Richland-Kennewick WA,,51.0,32.0,37,18,73,63,43,74,45,39.0,69
Amarillo TX,,,63.0,26,34,63,68,50,60,51,36.0,38
