,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Savannah GA,48.0,41.0,53.0,46.0,24.0,51,37,52,41,49,37,37
Seattle-Tacoma WA,63.0,60.0,69.0,77.0,76.0,82,66,70,77,69,58,82
Shreveport LA,22.0,17.0,,44.0,29.0,57,38,52,46,35,40,45
Sioux Falls(Mitchell) SD,21.0,22.0,68.0,55.0,52.0,38,18,40,51,29,49,33
Spokane WA,50.0,50.0,74.0,74.0,37.0,53,56,67,55,36,41,54
Springfield MO,41.0,49.0,39.0,56.0,48.0,54,46,61,56,54,30,44
Springfield-Holyoke MA,54.0,31.0,32.0,51.0,29.0,46,35,45,60,48,38,45
St. Louis MO,32.0,41.0,56.0,66.0,59.0,58,55,54,70,70,48,78
Tampa-St. Petersburg (Sarasota) FL,44.0,32.0,48.0,51.0,60.0,62,50,61,51,54,36,47
Toledo OH,53.0,34.0,66.0,51.0,30.0,13,15,44,28,36,43,49
Tucson (Sierra Vista) AZ,53.0,41.0,53.0,48.0,59.0,61,58,46,55,47,25,54
Tulsa OK,89.0,45.0,57.0,43.0,51.0,89,49,99,100,76,54,58
Waco-Temple-Bryan TX,44.0,31.0,29.0,68.0,55.0,42,44,42,66,52,35,54
Washington DC (Hagerstown MD),48.0,37.0,50.0,43.0,43.0,46,35,38,44,45,35,42
West Palm Beach-Ft. Pierce FL,55.0,44.0,47.0,45.0,46.0,62,58,59,51,40,38,46
Wichita-Hutchinson KS,39.0,38.0,57.0,51.0,63.0,53,57,64,49,55,43,58
Wilkes Barre-Scranton PA,25.0,33.0,47.0,54.0,48.0,41,26,42,44,31,26,40
Baton Rouge LA,,15.0,54.0,48.0,52.0,48,29,56,46,46,46,55
Charleston SC,,25.0,75.0,36.0,41.0,58,42,61,60,62,26,41
Flint-Saginaw-Bay City MI,,36.0,42.0,32.0,18.0,29,40,36,19,23,34,33
Florence-Myrtle Beach SC,,34.0,54.0,49.0,77.0,29,41,44,47,34,18,58
Roanoke-Lynchburg VA,,54.0,48.0,11.0,10.0,49,27,38,48,37,28,46
Syracuse NY,,25.0,46.0,44.0,24.0,28,23,38,44,33,30,41
Yakima-Pasco-Richland-Kennewick WA,,35.0,45.0,,18.0,50,63,42,71,46,38,71
Amarillo TX,,,47.0,31.0,41.0,70,55,55,57,49,42,39
Chattanooga TN,,,38.0,57.0,66.0,32,59,47,50,44,44,53
