,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Houston TX,50.0,63.0,53.0,75.0,65,64,46,60,63,57,38,56
Huntsville-Decatur (Florence) AL,23.0,48.0,53.0,74.0,45,37,30,49,41,42,32,41
Indianapolis IN,28.0,43.0,52.0,60.0,46,49,40,52,49,52,40,46
Jacksonville FL,48.0,44.0,42.0,44.0,54,53,34,56,64,45,35,35
Kansas City MO,52.0,70.0,53.0,70.0,58,73,56,69,74,64,53,64
Knoxville TN,30.0,64.0,39.0,40.0,42,45,25,48,50,42,32,40
Las Vegas NV,71.0,81.0,59.0,81.0,83,75,68,78,82,65,62,86
Lexington KY,24.0,43.0,52.0,52.0,61,37,35,51,42,39,30,43
Lincoln & Hastings-Kearney NE,83.0,41.0,34.0,64.0,21,61,40,39,51,47,32,38
Little Rock-Pine Bluff AR,36.0,58.0,53.0,66.0,64,50,43,49,46,47,40,47
Los Angeles CA,60.0,79.0,72.0,84.0,79,85,56,72,71,64,51,60
Louisville KY,33.0,38.0,46.0,65.0,49,64,41,63,62,59,49,58
Madison WI,44.0,51.0,37.0,50.0,53,43,27,51,56,46,36,57
Memphis TN,40.0,42.0,31.0,49.0,32,67,46,82,68,64,52,76
Miami-Ft. Lauderdale FL,51.0,55.0,60.0,68.0,58,63,53,56,65,46,36,45
Milwaukee WI,53.0,52.0,30.0,47.0,78,70,58,63,53,48,57,75
Minneapolis-St. Paul MN,39.0,44.0,37.0,68.0,46,39,37,48,52,53,58,62
Mobile AL-Pensacola (Ft. Walton Beach) FL,38.0,25.0,51.0,42.0,26,40,40,36,62,48,31,41
Monterey-Salinas CA,53.0,61.0,100.0,67.0,73,81,34,72,75,37,46,33
Nashville TN,30.0,46.0,46.0,55.0,43,49,42,59,62,48,41,49
New Orleans LA,42.0,48.0,42.0,71.0,55,55,45,64,60,63,32,61
New York NY,45.0,48.0,47.0,54.0,46,44,33,43,40,39,32,38
Norfolk-Portsmouth-Newport News VA,51.0,49.0,46.0,55.0,60,54,36,56,59,49,37,56
Oklahoma City OK,45.0,39.0,36.0,54.0,57,58,46,62,63,50,42,48
Omaha NE,56.0,62.0,55.0,63.0,44,70,37,59,65,47,40,54
Orlando-Daytona Beach-Melbourne FL,55.0,56.0,47.0,65.0,59,57,43,54,60,45,31,42
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,37.0,39.0,49.0,23.0,48,34,21,43,32,23,44,32
Peoria-Bloomington IL,35.0,30.0,66.0,42.0,40,23,39,44,52,39,36,38
Philadelphia PA,44.0,56.0,64.0,68.0,44,50,34,45,47,42,39,57
Phoenix AZ,55.0,66.0,63.0,76.0,57,57,48,53,64,50,38,48
Pittsburgh PA,36.0,43.0,39.0,47.0,42,39,28,27,35,29,26,32
Portland OR,53.0,55.0,33.0,52.0,52,75,60,83,88,73,76,100
Portland-Auburn ME,27.0,30.0,36.0,27.0,45,11,26,25,27,40,18,27
Providence RI-New Bedford MA,50.0,47.0,34.0,68.0,60,47,43,40,49,44,44,35
Raleigh-Durham (Fayetteville) NC,35.0,37.0,40.0,52.0,41,38,28,38,44,42,35,37
Reno NV,25.0,25.0,51.0,85.0,63,79,54,43,63,47,47,46
Richmond-Petersburg VA,29.0,49.0,39.0,44.0,37,37,31,57,51,46,33,41
Roanoke-Lynchburg VA,13.0,56.0,51.0,12.0,7,47,31,37,51,30,24,35
Rochester NY,34.0,46.0,30.0,63.0,51,37,27,46,36,34,35,50
Sacramento-Stockton-Modesto CA,65.0,98.0,81.0,100.0,89,90,66,95,90,73,54,68
Salt Lake City UT,34.0,44.0,52.0,66.0,64,61,38,50,52,48,36,42
San Antonio TX,61.0,68.0,65.0,83.0,66,64,43,66,61,56,40,61
San Diego CA,63.0,79.0,88.0,98.0,70,80,55,74,84,64,51,59
San Francisco-Oakland-San Jose CA,60.0,86.0,73.0,87.0,77,71,55,71,77,61,61,69
Santa Barbara-Santa Maria-San Luis Obispo CA,64.0,53.0,28.0,98.0,21,60,30,49,70,32,36,40
Savannah GA,32.0,51.0,40.0,54.0,17,43,31,61,37,44,39,37
Seattle-Tacoma WA,57.0,80.0,66.0,89.0,74,83,55,72,79,62,56,77
Shreveport LA,35.0,25.0,49.0,19.0,46,55,48,61,51,28,51,47
Sioux Falls(Mitchell) SD,31.0,17.0,52.0,22.0,55,53,16,41,50,32,44,28
Spokane WA,53.0,71.0,71.0,96.0,47,43,55,61,49,39,36,52
Springfield MO,44.0,65.0,21.0,64.0,25,59,40,59,60,44,33,40
Springfield-Holyoke MA,51.0,36.0,49.0,44.0,44,44,30,43,46,39,38,48
St. Louis MO,38.0,53.0,55.0,73.0,65,61,50,55,74,64,45,75
Syracuse NY,25.0,33.0,34.0,48.0,17,25,19,40,43,31,29,41
Tampa-St. Petersburg (Sarasota) FL,43.0,43.0,42.0,71.0,58,64,44,60,51,50,35,43
Toledo OH,66.0,59.0,61.0,54.0,29,37,19,52,38,37,41,46
Tucson (Sierra Vista) AZ,53.0,47.0,43.0,69.0,55,58,51,49,61,44,25,56
Tulsa OK,62.0,39.0,66.0,60.0,41,74,42,100,99,67,55,58
Waco-Temple-Bryan TX,29.0,36.0,32.0,69.0,58,46,37,39,64,44,30,47
Washington DC (Hagerstown MD),43.0,49.0,48.0,53.0,41,47,31,37,43,39,34,42
West Palm Beach-Ft. Pierce FL,51.0,56.0,44.0,58.0,44,59,51,63,50,37,42,42
Wichita-Hutchinson KS,41.0,42.0,59.0,70.0,59,51,47,60,56,47,42,56
Wilkes Barre-Scranton PA,27.0,43.0,47.0,70.0,34,38,23,38,42,32,28,38
Charleston-Huntington WV,,22.0,61.0,41.0,50,45,30,43,51,24,30,40
Davenport IA-Rock Island-Moline IL,,30.0,17.0,61.0,43,43,29,70,58,64,39,46
Green Bay-Appleton WI,,29.0,29.0,31.0,40,38,20,30,31,28,20,46
Lansing MI,,39.0,54.0,31.0,26,26,28,37,50,40,24,37
Yakima-Pasco-Richland-Kennewick WA,,70.0,51.0,36.0,27,61,47,41,65,47,41,73
Amarillo TX,,,49.0,34.0,26,44,53,42,47,59,58,35
