,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Des Moines-Ames IA,38.0,28.0,32,53,29.0,58,35,43,40,36,38,36
Detroit MI,65.0,54.0,66,80,73.0,66,46,43,60,47,38,56
El Paso TX,48.0,60.0,48,54,44.0,40,43,55,50,36,36,57
Eugene OR,50.0,16.0,56,67,58.0,57,68,43,66,47,40,52
Flint-Saginaw-Bay City MI,28.0,32.0,37,40,28.0,24,34,55,28,30,30,38
Florence-Myrtle Beach SC,21.0,47.0,37,63,81.0,55,40,51,41,38,27,56
Fresno-Visalia CA,80.0,73.0,99,96,73.0,92,65,92,76,71,61,66
Ft. Myers-Naples FL,47.0,12.0,30,48,30.0,65,41,50,54,35,31,25
Ft. Smith-Fayetteville-Springdale-Rogers AR,23.0,,21,64,21.0,43,22,43,63,38,35,39
Grand Rapids-Kalamazoo-Battle Creek MI,28.0,23.0,51,42,17.0,43,29,43,48,40,37,55
Green Bay-Appleton WI,32.0,26.0,13,36,45.0,31,24,36,30,30,19,46
Greensboro-High Point-Winston Salem NC,31.0,21.0,40,21,57.0,57,36,56,74,33,36,47
Greenville-Spartanburg SC-Asheville NC-Anderson SC,49.0,53.0,41,54,31.0,63,39,57,54,48,34,49
Harlingen-Weslaco-Brownsville-McAllen TX,79.0,42.0,48,23,30.0,36,23,26,26,23,21,27
Harrisburg-Lancaster-Lebanon-York PA,42.0,30.0,44,30,41.0,36,23,40,39,24,26,39
Hartford & New Haven CT,39.0,45.0,47,63,50.0,63,54,76,70,65,51,60
Honolulu HI,57.0,37.0,56,64,80.0,56,43,59,60,44,41,56
Houston TX,53.0,55.0,58,73,71.0,66,49,61,67,57,39,59
Indianapolis IN,43.0,37.0,54,57,55.0,54,40,53,48,50,42,46
Jacksonville FL,49.0,35.0,57,45,69.0,60,36,58,66,46,34,36
Kansas City MO,72.0,59.0,54,71,66.0,86,58,70,69,63,54,68
Knoxville TN,31.0,38.0,56,22,40.0,49,32,48,48,48,30,38
Lansing MI,19.0,,56,55,55.0,30,27,38,54,63,22,40
Las Vegas NV,75.0,75.0,62,72,78.0,88,72,87,83,69,62,85
Lexington KY,14.0,38.0,25,54,61.0,46,42,47,41,46,36,42
Lincoln & Hastings-Kearney NE,51.0,28.0,30,26,61.0,61,46,37,52,37,33,45
Little Rock-Pine Bluff AR,23.0,62.0,37,44,73.0,49,53,49,51,47,36,47
Los Angeles CA,63.0,66.0,80,82,83.0,89,60,74,75,62,51,62
Louisville KY,39.0,30.0,50,54,48.0,71,46,62,61,60,48,57
Madison WI,31.0,46.0,46,40,54.0,48,23,61,58,47,34,49
Memphis TN,39.0,37.0,43,43,39.0,75,48,86,72,65,49,78
Miami-Ft. Lauderdale FL,47.0,48.0,70,68,63.0,70,59,57,67,46,36,46
Milwaukee WI,62.0,51.0,38,46,80.0,80,62,64,53,49,58,78
Minneapolis-St. Paul MN,42.0,36.0,38,60,50.0,43,41,49,51,55,57,66
Mobile AL-Pensacola (Ft. Walton Beach) FL,39.0,16.0,40,41,37.0,46,46,44,65,47,32,40
Monterey-Salinas CA,62.0,34.0,100,56,49.0,93,34,84,80,34,44,32
Nashville TN,38.0,43.0,49,67,52.0,53,43,62,64,48,37,50
New Orleans LA,33.0,38.0,44,70,60.0,61,50,63,60,61,30,63
New York NY,49.0,41.0,50,52,50.0,47,35,47,44,38,33,39
Norfolk-Portsmouth-Newport News VA,47.0,40.0,47,52,52.0,59,39,56,55,48,39,62
Oklahoma City OK,44.0,32.0,50,53,58.0,65,53,65,65,50,40,46
Omaha NE,53.0,45.0,64,71,54.0,74,38,58,67,48,41,55
Orlando-Daytona Beach-Melbourne FL,47.0,49.0,55,62,62.0,64,47,53,64,45,33,42
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,57.0,41.0,58,64,52.0,35,32,37,67,35,39,34
Peoria-Bloomington IL,53.0,38.0,31,46,40.0,26,36,53,49,33,33,38
Philadelphia PA,50.0,47.0,69,62,49.0,52,37,43,51,46,38,56
Phoenix AZ,53.0,53.0,71,76,62.0,64,49,53,64,50,36,51
Pittsburgh PA,44.0,37.0,37,46,46.0,42,31,29,36,33,24,35
Portland OR,58.0,51.0,38,48,54.0,81,60,89,88,73,77,97
Portland-Auburn ME,36.0,17.0,61,39,37.0,11,29,33,25,32,24,36
Providence RI-New Bedford MA,44.0,31.0,37,53,72.0,52,46,43,45,42,45,37
Raleigh-Durham (Fayetteville) NC,28.0,33.0,47,51,51.0,39,30,39,47,42,34,36
Reno NV,61.0,29.0,47,100,80.0,81,61,54,73,51,45,49
Richmond-Petersburg VA,45.0,37.0,37,48,40.0,48,35,60,54,43,31,40
Rochester NY,46.0,31.0,47,51,51.0,41,31,41,36,33,38,48
Sacramento-Stockton-Modesto CA,64.0,77.0,91,84,87.0,94,72,100,92,78,50,68
Salt Lake City UT,52.0,39.0,60,67,59.0,64,44,51,52,48,35,44
San Antonio TX,66.0,54.0,68,78,72.0,71,44,63,59,57,40,60
San Diego CA,69.0,66.0,93,92,73.0,89,58,76,85,62,49,61
San Francisco-Oakland-San Jose CA,64.0,73.0,79,88,82.0,77,59,71,81,62,58,71
Santa Barbara-Santa Maria-San Luis Obispo CA,54.0,56.0,44,80,40.0,61,27,52,66,30,38,41
Savannah GA,19.0,45.0,42,48,31.0,47,34,59,39,50,38,38
Seattle-Tacoma WA,64.0,68.0,69,94,83.0,89,58,71,81,63,54,77
Sioux Falls(Mitchell) SD,23.0,35.0,70,44,50.0,43,17,43,63,28,39,25
Spokane WA,74.0,56.0,75,86,51.0,62,57,56,49,37,44,54
Springfield MO,54.0,49.0,66,62,40.0,56,45,66,64,43,31,41
Springfield-Holyoke MA,54.0,40.0,38,39,29.0,45,34,56,58,36,36,46
St. Louis MO,43.0,42.0,59,74,68.0,67,54,55,76,62,48,80
Syracuse NY,25.0,25.0,49,44,30.0,28,21,36,45,32,24,41
Tampa-St. Petersburg (Sarasota) FL,39.0,32.0,46,58,60.0,71,48,61,54,50,34,45
Toledo OH,38.0,54.0,61,57,20.0,39,20,46,48,35,44,54
Tucson (Sierra Vista) AZ,79.0,47.0,53,69,57.0,64,52,61,66,43,26,55
Tulsa OK,66.0,23.0,77,54,48.0,86,42,100,100,69,51,55
Waco-Temple-Bryan TX,23.0,37.0,23,69,63.0,47,47,46,70,40,32,55
Washington DC (Hagerstown MD),46.0,40.0,50,50,44.0,48,34,38,42,39,33,41
West Palm Beach-Ft. Pierce FL,46.0,53.0,47,48,42.0,66,53,60,52,35,38,46
Wichita-Hutchinson KS,52.0,45.0,71,69,61.0,58,44,70,55,50,47,55
Wilkes Barre-Scranton PA,45.0,29.0,48,51,33.0,43,29,41,51,36,27,41
Charleston-Huntington WV,,44.0,45,31,46.0,53,32,42,54,28,33,39
Davenport IA-Rock Island-Moline IL,,31.0,24,60,40.0,25,31,67,62,55,41,43
Huntsville-Decatur (Florence) AL,,25.0,70,79,60.0,40,31,52,47,39,30,42
Roanoke-Lynchburg VA,,45.0,31,14,10.0,40,33,37,44,34,24,43
Shreveport LA,,11.0,53,38,42.0,53,50,56,49,30,38,49
Yakima-Pasco-Richland-Kennewick WA,,22.0,18,45,30.0,76,67,56,65,41,35,66
Baton Rouge LA,,,50,60,69.0,57,32,58,44,46,44,47
