,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Eugene OR,31.0,10.0,60.0,51.0,57.0,63,66,64,82,60.0,42,69
Flint-Saginaw-Bay City MI,15.0,39.0,53.0,26.0,25.0,26,38,39,35,31.0,25,36
Fresno-Visalia CA,66.0,56.0,100.0,100.0,100.0,81,63,89,77,74.0,57,67
Ft. Myers-Naples FL,41.0,31.0,30.0,42.0,52.0,74,38,55,48,37.0,34,27
Ft. Smith-Fayetteville-Springdale-Rogers AR,23.0,16.0,23.0,58.0,40.0,36,25,43,57,41.0,31,38
Grand Rapids-Kalamazoo-Battle Creek MI,37.0,25.0,40.0,39.0,47.0,30,30,47,48,45.0,37,55
Green Bay-Appleton WI,10.0,20.0,24.0,19.0,45.0,39,22,31,29,23.0,21,47
Greensboro-High Point-Winston Salem NC,24.0,20.0,32.0,25.0,58.0,49,35,62,66,35.0,36,49
Greenville-Spartanburg SC-Asheville NC-Anderson SC,40.0,47.0,41.0,70.0,37.0,57,40,59,54,52.0,33,51
Harlingen-Weslaco-Brownsville-McAllen TX,52.0,51.0,45.0,11.0,30.0,29,23,24,22,27.0,19,27
Harrisburg-Lancaster-Lebanon-York PA,37.0,37.0,41.0,50.0,33.0,31,21,38,40,30.0,25,42
Hartford & New Haven CT,29.0,39.0,36.0,55.0,67.0,59,52,80,72,69.0,53,59
Honolulu HI,51.0,32.0,62.0,72.0,84.0,53,41,62,64,57.0,40,53
Houston TX,49.0,50.0,56.0,67.0,77.0,60,50,61,64,61.0,38,59
Indianapolis IN,40.0,29.0,53.0,55.0,58.0,46,39,54,48,58.0,43,44
Jacksonville FL,40.0,38.0,55.0,37.0,60.0,55,37,59,68,48.0,35,40
Kansas City MO,56.0,58.0,57.0,61.0,69.0,76,55,72,78,72.0,54,68
Knoxville TN,76.0,35.0,40.0,31.0,63.0,32,25,44,60,44.0,35,45
Las Vegas NV,84.0,67.0,60.0,76.0,93.0,70,68,86,84,73.0,62,88
Lexington KY,9.0,30.0,45.0,61.0,68.0,36,37,45,42,43.0,29,45
Lincoln & Hastings-Kearney NE,65.0,10.0,26.0,20.0,56.0,58,40,39,58,50.0,34,43
Little Rock-Pine Bluff AR,38.0,46.0,46.0,46.0,69.0,49,48,53,52,45.0,40,47
Los Angeles CA,61.0,62.0,76.0,76.0,91.0,81,58,77,74,64.0,51,62
Louisville KY,57.0,27.0,46.0,56.0,58.0,64,49,64,63,66.0,51,59
Madison WI,34.0,40.0,42.0,35.0,53.0,40,26,65,63,52.0,34,55
Memphis TN,27.0,32.0,35.0,39.0,39.0,66,49,87,70,70.0,48,82
Miami-Ft. Lauderdale FL,49.0,38.0,67.0,62.0,73.0,61,56,59,66,49.0,36,46
Milwaukee WI,47.0,40.0,42.0,43.0,98.0,71,61,69,53,55.0,58,78
Minneapolis-St. Paul MN,41.0,37.0,42.0,58.0,53.0,38,39,51,53,60.0,58,63
Mobile AL-Pensacola (Ft. Walton Beach) FL,16.0,26.0,50.0,37.0,33.0,47,44,44,64,48.0,30,38
Monterey-Salinas CA,61.0,63.0,64.0,40.0,39.0,73,38,85,80,41.0,42,30
Nashville TN,29.0,37.0,47.0,50.0,52.0,48,44,66,61,51.0,38,48
New Orleans LA,45.0,33.0,43.0,63.0,62.0,55,51,62,60,67.0,33,61
New York NY,45.0,37.0,48.0,48.0,54.0,43,35,48,43,41.0,32,39
Norfolk-Portsmouth-Newport News VA,41.0,39.0,46.0,53.0,52.0,54,39,58,56,50.0,40,61
Oklahoma City OK,43.0,26.0,42.0,55.0,69.0,60,58,65,67,56.0,41,49
Omaha NE,57.0,46.0,62.0,69.0,64.0,71,37,59,69,53.0,35,58
Orlando-Daytona Beach-Melbourne FL,50.0,46.0,48.0,56.0,67.0,59,45,54,64,48.0,33,44
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,39.0,30.0,55.0,31.0,52.0,24,29,54,73,37.0,40,44
Peoria-Bloomington IL,15.0,30.0,40.0,40.0,41.0,25,35,49,47,33.0,37,44
Philadelphia PA,45.0,47.0,69.0,59.0,53.0,49,37,49,49,45.0,38,58
Phoenix AZ,47.0,49.0,66.0,72.0,65.0,58,48,53,63,55.0,38,50
Pittsburgh PA,34.0,36.0,36.0,46.0,53.0,42,30,28,36,34.0,24,34
Portland OR,62.0,48.0,33.0,47.0,61.0,72,62,89,93,75.0,76,98
Portland-Auburn ME,30.0,31.0,52.0,45.0,16.0,19,30,30,26,42.0,20,26
Providence RI-New Bedford MA,49.0,26.0,36.0,81.0,70.0,48,46,47,49,44.0,39,37
Raleigh-Durham (Fayetteville) NC,33.0,34.0,41.0,46.0,54.0,36,30,45,48,46.0,34,38
Reno NV,34.0,41.0,68.0,94.0,78.0,63,54,48,74,52.0,41,51
Richmond-Petersburg VA,34.0,31.0,37.0,39.0,41.0,38,34,62,53,48.0,26,45
Rochester NY,51.0,22.0,40.0,48.0,56.0,34,26,38,40,35.0,38,51
Sacramento-Stockton-Modesto CA,67.0,72.0,86.0,88.0,95.0,87,70,100,91,80.0,53,67
Salt Lake City UT,38.0,35.0,59.0,65.0,73.0,61,41,53,53,53.0,36,44
San Antonio TX,55.0,48.0,70.0,72.0,77.0,65,44,72,64,61.0,41,64
San Diego CA,64.0,60.0,90.0,83.0,80.0,80,53,74,87,71.0,50,59
San Francisco-Oakland-San Jose CA,59.0,68.0,76.0,82.0,90.0,70,60,70,79,66.0,59,75
Santa Barbara-Santa Maria-San Luis Obispo CA,33.0,24.0,43.0,70.0,36.0,55,35,50,62,32.0,37,41
Savannah GA,18.0,36.0,40.0,51.0,33.0,51,31,59,29,44.0,38,37
Seattle-Tacoma WA,55.0,60.0,68.0,80.0,86.0,81,57,74,80,65.0,58,81
Shreveport LA,47.0,22.0,36.0,,48.0,48,53,56,42,36.0,36,48
Sioux Falls(Mitchell) SD,49.0,46.0,81.0,19.0,44.0,42,49,47,57,30.0,32,33
Spokane WA,57.0,54.0,83.0,91.0,50.0,49,56,62,59,36.0,33,56
Springfield MO,48.0,37.0,27.0,52.0,34.0,47,39,67,51,50.0,31,47
Springfield-Holyoke MA,51.0,33.0,40.0,37.0,35.0,53,32,45,53,45.0,38,48
St. Louis MO,45.0,42.0,55.0,70.0,78.0,56,51,58,77,65.0,48,77
Syracuse NY,36.0,24.0,32.0,17.0,30.0,27,16,50,47,36.0,31,43
Tampa-St. Petersburg (Sarasota) FL,40.0,31.0,48.0,65.0,65.0,63,47,61,53,55.0,33,44
Toledo OH,42.0,36.0,56.0,43.0,29.0,26,17,50,37,34.0,45,52
Tucson (Sierra Vista) AZ,51.0,46.0,51.0,64.0,73.0,57,53,50,65,33.0,28,53
Tulsa OK,51.0,35.0,74.0,44.0,66.0,82,43,96,99,75.0,56,56
Waco-Temple-Bryan TX,36.0,29.0,25.0,66.0,79.0,35,37,42,63,50.0,32,46
Washington DC (Hagerstown MD),43.0,37.0,48.0,49.0,48.0,47,32,40,44,43.0,33,41
West Palm Beach-Ft. Pierce FL,49.0,50.0,50.0,43.0,41.0,61,50,63,53,41.0,37,42
Wichita-Hutchinson KS,25.0,40.0,65.0,67.0,76.0,53,55,78,50,51.0,41,55
Wilkes Barre-Scranton PA,42.0,27.0,66.0,56.0,47.0,43,26,44,49,37.0,26,36
Yakima-Pasco-Richland-Kennewick WA,48.0,19.0,23.0,40.0,33.0,63,61,48,64,43.0,38,70
Amarillo TX,,53.0,67.0,,,43,51,83,66,44.0,44,39
Augusta GA,,23.0,66.0,86.0,77.0,42,26,54,61,48.0,31,45
Baton Rouge LA,,10.0,49.0,59.0,48.0,56,29,55,50,36.0,42,54
Florence-Myrtle Beach SC,,33.0,38.0,49.0,84.0,28,29,45,43,35.0,25,50
Huntsville-Decatur (Florence) AL,,20.0,53.0,76.0,47.0,36,24,47,42,51.0,30,43
Lansing MI,,36.0,50.0,42.0,39.0,22,24,33,43,49.0,29,41
Roanoke-Lynchburg VA,,45.0,29.0,15.0,11.0,44,22,36,50,32.0,22,44
