,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Las Vegas NV,65.0,94.0,64.0,77,67,77,66,83,83,73.0,57,85
Lexington KY,15.0,42.0,45.0,66,44,41,35,44,40,43.0,28,44
Lincoln & Hastings-Kearney NE,60.0,70.0,42.0,69,35,59,41,38,57,47.0,25,36
Little Rock-Pine Bluff AR,15.0,56.0,44.0,77,60,48,45,47,42,50.0,37,48
Los Angeles CA,47.0,89.0,82.0,89,69,80,56,72,76,64.0,47,60
Louisville KY,34.0,31.0,47.0,58,35,67,46,63,63,66.0,45,63
Madison WI,21.0,51.0,37.0,45,44,44,25,57,63,52.0,31,60
Memphis TN,37.0,40.0,48.0,47,33,71,52,86,69,70.0,46,77
Miami-Ft. Lauderdale FL,35.0,60.0,72.0,72,50,65,49,54,66,49.0,31,46
Milwaukee WI,42.0,55.0,39.0,50,74,78,59,64,55,55.0,54,76
Minneapolis-St. Paul MN,32.0,48.0,41.0,69,41,41,37,46,52,60.0,51,65
Mobile AL-Pensacola (Ft. Walton Beach) FL,31.0,45.0,51.0,45,29,41,40,39,61,49.0,30,37
Monterey-Salinas CA,100.0,32.0,69.0,54,52,83,36,82,76,41.0,45,32
Nashville TN,26.0,51.0,52.0,53,39,50,41,62,61,51.0,33,49
New Orleans LA,39.0,46.0,44.0,69,48,58,51,62,60,67.0,29,59
New York NY,38.0,54.0,52.0,57,40,47,32,45,43,41.0,29,38
Norfolk-Portsmouth-Newport News VA,32.0,49.0,54.0,39,43,55,36,53,59,50.0,35,58
Oklahoma City OK,37.0,43.0,55.0,61,50,62,51,62,66,56.0,36,47
Omaha NE,43.0,69.0,70.0,70,44,68,36,61,68,53.0,37,51
Orlando-Daytona Beach-Melbourne FL,42.0,64.0,53.0,70,50,63,43,49,63,48.0,29,43
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,26.0,57.0,46.0,35,37,30,30,48,73,37.0,36,32
Peoria-Bloomington IL,33.0,67.0,50.0,73,33,25,27,45,46,33.0,38,43
Philadelphia PA,37.0,63.0,69.0,69,40,51,36,45,50,45.0,35,58
Phoenix AZ,41.0,67.0,69.0,80,53,60,48,50,61,55.0,34,48
Pittsburgh PA,27.0,48.0,41.0,49,39,38,31,25,35,34.0,22,33
Portland OR,42.0,68.0,38.0,56,46,80,59,88,93,75.0,66,96
Portland-Auburn ME,13.0,42.0,48.0,26,31,17,27,33,25,42.0,14,24
Providence RI-New Bedford MA,27.0,50.0,29.0,70,55,47,45,41,49,45.0,41,37
Raleigh-Durham (Fayetteville) NC,27.0,42.0,42.0,53,36,41,28,39,48,45.0,32,37
Reno NV,17.0,76.0,64.0,95,68,76,45,42,77,52.0,38,50
Richmond-Petersburg VA,24.0,43.0,39.0,47,29,42,34,60,52,48.0,24,43
Rochester NY,29.0,34.0,20.0,56,37,42,26,49,39,35.0,37,47
Sacramento-Stockton-Modesto CA,49.0,97.0,96.0,100,75,93,66,94,91,80.0,47,67
Salt Lake City UT,32.0,47.0,63.0,74,52,62,39,49,52,51.0,30,43
San Antonio TX,49.0,73.0,78.0,86,57,67,42,65,63,61.0,36,62
San Diego CA,51.0,86.0,98.0,99,61,85,51,71,86,71.0,45,59
San Francisco-Oakland-San Jose CA,48.0,94.0,84.0,91,67,76,57,68,78,66.0,52,71
Santa Barbara-Santa Maria-San Luis Obispo CA,52.0,100.0,51.0,79,23,58,36,53,62,34.0,33,39
Savannah GA,47.0,57.0,44.0,54,26,55,25,57,41,44.0,32,39
Seattle-Tacoma WA,45.0,90.0,75.0,97,64,86,55,67,82,65.0,53,79
Shreveport LA,53.0,73.0,51.0,41,65,52,47,64,41,36.0,32,47
Sioux Falls(Mitchell) SD,27.0,19.0,73.0,27,25,44,18,37,54,31.0,34,30
Spokane WA,38.0,72.0,78.0,87,48,57,44,65,59,36.0,35,53
Springfield MO,57.0,61.0,41.0,72,20,55,37,62,51,50.0,26,41
Springfield-Holyoke MA,42.0,52.0,51.0,72,32,52,28,39,54,45.0,29,52
St. Louis MO,33.0,55.0,60.0,79,59,64,50,56,76,65.0,41,75
Syracuse NY,20.0,32.0,37.0,33,26,32,10,35,47,36.0,27,37
Tampa-St. Petersburg (Sarasota) FL,32.0,42.0,48.0,69,49,66,45,58,54,55.0,31,44
Toledo OH,49.0,62.0,72.0,64,20,31,20,49,38,31.0,41,47
Tucson (Sierra Vista) AZ,36.0,56.0,58.0,62,47,62,46,51,65,33.0,22,56
Tulsa OK,56.0,62.0,80.0,51,43,85,42,100,98,75.0,46,58
Waco-Temple-Bryan TX,19.0,40.0,40.0,66,56,38,39,40,67,50.0,31,42
Washington DC (Hagerstown MD),34.0,54.0,53.0,54,36,49,31,38,43,43.0,30,40
West Palm Beach-Ft. Pierce FL,40.0,58.0,47.0,56,33,60,49,60,52,41.0,33,40
Wichita-Hutchinson KS,32.0,52.0,70.0,79,61,62,49,71,49,51.0,38,53
Wilkes Barre-Scranton PA,30.0,49.0,56.0,80,33,43,27,38,52,37.0,24,38
Augusta GA,,30.0,59.0,96,55,55,35,58,57,48.0,35,38
Florence-Myrtle Beach SC,,62.0,32.0,67,65,30,41,50,51,35.0,23,55
Roanoke-Lynchburg VA,,73.0,41.0,14,9,58,32,38,45,32.0,21,50
Yakima-Pasco-Richland-Kennewick WA,,57.0,49.0,57,16,72,66,52,64,43.0,32,71
Amarillo TX,,,51.0,35,59,52,52,35,66,44.0,35,35
