,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Oklahoma City OK,38.0,24.0,46.0,53.0,69.0,50,58,65,67,61,41,48
Omaha NE,40.0,48.0,62.0,65.0,64.0,59,37,59,69,55,35,60
Orlando-Daytona Beach-Melbourne FL,42.0,43.0,48.0,64.0,67.0,52,45,54,64,51,33,44
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,41.0,27.0,62.0,34.0,52.0,31,29,54,73,39,40,34
Peoria-Bloomington IL,33.0,20.0,34.0,42.0,41.0,18,35,49,47,37,37,42
Philadelphia PA,34.0,43.0,64.0,67.0,53.0,42,37,49,49,48,38,58
Phoenix AZ,37.0,48.0,63.0,78.0,65.0,53,48,53,63,60,38,51
Pittsburgh PA,27.0,31.0,38.0,50.0,53.0,33,30,28,36,36,24,33
Portland OR,43.0,46.0,33.0,52.0,61.0,65,62,89,93,82,76,100
Portland-Auburn ME,23.0,23.0,45.0,51.0,16.0,10,30,30,26,48,20,26
Providence RI-New Bedford MA,29.0,29.0,31.0,69.0,70.0,43,46,47,49,50,39,37
Raleigh-Durham (Fayetteville) NC,27.0,29.0,39.0,51.0,54.0,35,30,45,48,49,34,38
Reno NV,21.0,,51.0,100.0,78.0,61,54,48,74,51,41,45
Richmond-Petersburg VA,17.0,32.0,42.0,49.0,41.0,36,34,62,53,53,26,45
Roanoke-Lynchburg VA,16.0,40.0,34.0,14.0,11.0,43,22,36,50,34,22,45
Rochester NY,22.0,43.0,44.0,53.0,56.0,35,26,38,40,33,38,48
Sacramento-Stockton-Modesto CA,47.0,69.0,83.0,89.0,95.0,78,70,100,91,87,53,67
Salt Lake City UT,32.0,34.0,55.0,69.0,73.0,54,41,53,53,54,36,44
San Antonio TX,50.0,50.0,69.0,80.0,77.0,56,44,72,64,65,41,64
San Diego CA,50.0,58.0,79.0,89.0,80.0,71,53,74,87,67,50,59
San Francisco-Oakland-San Jose CA,44.0,65.0,73.0,86.0,90.0,64,60,70,79,70,59,72
Santa Barbara-Santa Maria-San Luis Obispo CA,38.0,28.0,32.0,69.0,36.0,53,35,50,62,39,37,31
Savannah GA,35.0,25.0,16.0,46.0,33.0,47,31,59,29,55,38,37
Seattle-Tacoma WA,45.0,59.0,69.0,93.0,86.0,73,57,74,80,71,58,83
Shreveport LA,46.0,,51.0,32.0,48.0,43,53,56,42,36,36,48
Sioux Falls(Mitchell) SD,30.0,38.0,53.0,21.0,44.0,30,49,47,57,28,32,27
Spokane WA,41.0,58.0,77.0,94.0,50.0,51,56,62,59,43,33,56
Springfield MO,30.0,37.0,36.0,74.0,34.0,34,39,67,51,53,31,47
Springfield-Holyoke MA,35.0,34.0,60.0,41.0,35.0,31,32,45,53,48,38,48
St. Louis MO,26.0,37.0,53.0,74.0,78.0,50,51,58,77,74,48,76
Syracuse NY,19.0,12.0,25.0,19.0,30.0,20,16,50,47,30,31,43
Tampa-St. Petersburg (Sarasota) FL,26.0,29.0,44.0,67.0,65.0,56,47,61,53,57,33,45
Toledo OH,36.0,48.0,49.0,56.0,29.0,27,17,50,37,36,45,48
Tucson (Sierra Vista) AZ,45.0,35.0,51.0,66.0,73.0,56,53,50,65,51,28,53
Tulsa OK,54.0,34.0,66.0,64.0,66.0,77,43,96,99,79,56,55
Waco-Temple-Bryan TX,23.0,30.0,29.0,73.0,79.0,37,37,42,63,54,32,54
Washington DC (Hagerstown MD),35.0,36.0,48.0,53.0,48.0,43,32,40,44,46,33,42
West Palm Beach-Ft. Pierce FL,36.0,46.0,45.0,51.0,41.0,54,50,63,53,41,37,40
Wichita-Hutchinson KS,23.0,44.0,64.0,72.0,76.0,47,55,78,50,55,41,58
Wilkes Barre-Scranton PA,35.0,30.0,49.0,69.0,47.0,39,26,44,49,39,26,40
Yakima-Pasco-Richland-Kennewick WA,33.0,44.0,51.0,29.0,33.0,59,61,48,64,44,38,72
Baton Rouge LA,,12.0,50.0,54.0,48.0,44,29,55,50,54,42,59
Davenport IA-Rock Island-Moline IL,,26.0,24.0,32.0,69.0,34,27,71,56,71,42,49
Lansing MI,,32.0,36.0,39.0,39.0,22,24,33,43,59,29,41
Lexington KY,,43.0,53.0,68.0,68.0,44,37,45,42,44,29,45
Amarillo TX,,,43.0,30.0,,39,51,83,66,42,44,39
Charleston SC,,,50.0,50.0,66.0,54,36,65,50,63,29,41
Ft. Smith-Fayetteville-Springdale-Rogers AR,,,51.0,66.0,40.0,37,25,43,57,47,31,38
