,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Denver CO,10.0,43.0,37.0,33.0,65.0,25.0,56.0,61.0,69.0,50.0,54.0,96.0
Detroit MI,18.0,56.0,45.0,35.0,78.0,25.0,49.0,46.0,55.0,33.0,32.0,55.0
Eureka CA,100.0,,,,,,,92.0,,76.0,,52.0
Fresno-Visalia CA,17.0,63.0,59.0,40.0,96.0,34.0,67.0,85.0,75.0,52.0,44.0,63.0
Grand Rapids-Kalamazoo-Battle Creek MI,7.0,21.0,24.0,21.0,31.0,17.0,28.0,40.0,45.0,31.0,28.0,54.0
Greensboro-High Point-Winston Salem NC,9.0,27.0,24.0,16.0,61.0,21.0,40.0,50.0,72.0,26.0,27.0,45.0
Greenville-New Bern-Washington NC,20.0,,31.0,30.0,40.0,17.0,31.0,29.0,57.0,25.0,22.0,33.0
Greenville-Spartanburg SC-Asheville NC-Anderson SC,12.0,40.0,31.0,34.0,31.0,23.0,44.0,49.0,49.0,35.0,26.0,47.0
Harlingen-Weslaco-Brownsville-McAllen TX,17.0,,27.0,,44.0,14.0,27.0,22.0,24.0,21.0,17.0,24.0
Harrisburg-Lancaster-Lebanon-York PA,10.0,32.0,21.0,21.0,44.0,15.0,23.0,43.0,37.0,23.0,20.0,38.0
Hartford & New Haven CT,12.0,41.0,36.0,25.0,68.0,26.0,61.0,73.0,72.0,52.0,39.0,55.0
Honolulu HI,15.0,40.0,32.0,32.0,77.0,21.0,43.0,61.0,63.0,37.0,30.0,50.0
Houston TX,13.0,51.0,42.0,32.0,72.0,25.0,56.0,57.0,61.0,46.0,30.0,56.0
Indianapolis IN,10.0,34.0,38.0,25.0,63.0,20.0,43.0,50.0,50.0,38.0,32.0,45.0
Jacksonville FL,11.0,35.0,30.0,20.0,68.0,23.0,41.0,53.0,68.0,34.0,26.0,38.0
Kansas City MO,15.0,64.0,39.0,33.0,67.0,29.0,65.0,72.0,69.0,48.0,41.0,63.0
Knoxville TN,13.0,36.0,32.0,,63.0,19.0,37.0,50.0,49.0,33.0,24.0,39.0
Las Vegas NV,21.0,67.0,42.0,32.0,94.0,35.0,81.0,78.0,79.0,55.0,48.0,87.0
Lincoln & Hastings-Kearney NE,21.0,,,,51.0,21.0,42.0,39.0,50.0,36.0,26.0,39.0
Little Rock-Pine Bluff AR,14.0,51.0,31.0,30.0,69.0,22.0,51.0,47.0,46.0,35.0,28.0,42.0
Los Angeles CA,16.0,66.0,51.0,38.0,87.0,35.0,64.0,69.0,68.0,47.0,40.0,60.0
Louisville KY,11.0,30.0,29.0,24.0,63.0,26.0,53.0,53.0,59.0,45.0,39.0,55.0
Macon GA,32.0,,,,,21.0,32.0,61.0,55.0,31.0,27.0,27.0
Madison WI,11.0,39.0,31.0,18.0,49.0,21.0,38.0,56.0,51.0,36.0,30.0,50.0
Miami-Ft. Lauderdale FL,13.0,48.0,45.0,32.0,69.0,26.0,60.0,54.0,60.0,36.0,27.0,45.0
Milwaukee WI,12.0,44.0,27.0,21.0,94.0,30.0,67.0,62.0,56.0,39.0,45.0,73.0
Minneapolis-St. Paul MN,11.0,36.0,27.0,29.0,55.0,16.0,43.0,45.0,46.0,43.0,44.0,61.0
Minot-Bismarck-Dickinson(Williston) ND,41.0,,,,,32.0,44.0,,51.0,,20.0,31.0
Missoula MT,45.0,,,,95.0,,,,74.0,,,30.0
Monterey-Salinas CA,17.0,60.0,54.0,28.0,72.0,34.0,41.0,75.0,67.0,28.0,31.0,33.0
Nashville TN,11.0,37.0,32.0,25.0,52.0,21.0,48.0,57.0,59.0,36.0,28.0,48.0
New Orleans LA,10.0,41.0,30.0,32.0,59.0,22.0,52.0,58.0,60.0,48.0,25.0,59.0
New York NY,13.0,43.0,32.0,25.0,52.0,18.0,38.0,41.0,37.0,29.0,23.0,39.0
Norfolk-Portsmouth-Newport News VA,14.0,34.0,30.0,22.0,63.0,23.0,40.0,52.0,58.0,39.0,33.0,57.0
Oklahoma City OK,12.0,27.0,35.0,24.0,64.0,25.0,66.0,61.0,60.0,41.0,30.0,47.0
Omaha NE,16.0,51.0,43.0,33.0,63.0,29.0,37.0,49.0,65.0,38.0,32.0,54.0
Orlando-Daytona Beach-Melbourne FL,15.0,45.0,34.0,28.0,67.0,25.0,52.0,51.0,59.0,35.0,26.0,40.0
Philadelphia PA,13.0,48.0,46.0,29.0,52.0,20.0,39.0,43.0,47.0,32.0,30.0,53.0
Phoenix AZ,15.0,53.0,46.0,34.0,62.0,25.0,55.0,48.0,59.0,40.0,30.0,46.0
Pittsburgh PA,12.0,42.0,24.0,21.0,47.0,16.0,35.0,23.0,35.0,23.0,18.0,32.0
Portland OR,15.0,51.0,26.0,23.0,56.0,29.0,69.0,80.0,84.0,56.0,56.0,100.0
Raleigh-Durham (Fayetteville) NC,10.0,31.0,29.0,24.0,48.0,17.0,32.0,39.0,45.0,32.0,27.0,38.0
Richmond-Petersburg VA,8.0,43.0,27.0,17.0,32.0,20.0,44.0,58.0,52.0,35.0,25.0,43.0
Rochester NY,11.0,,22.0,25.0,50.0,17.0,39.0,41.0,34.0,28.0,29.0,49.0
Sacramento-Stockton-Modesto CA,19.0,77.0,60.0,44.0,93.0,37.0,75.0,92.0,85.0,55.0,41.0,64.0
Salt Lake City UT,9.0,39.0,38.0,28.0,72.0,24.0,45.0,48.0,48.0,36.0,26.0,42.0
San Antonio TX,15.0,53.0,49.0,34.0,82.0,26.0,47.0,59.0,56.0,43.0,29.0,61.0
San Diego CA,19.0,66.0,62.0,42.0,76.0,33.0,60.0,70.0,80.0,49.0,37.0,58.0
San Francisco-Oakland-San Jose CA,17.0,69.0,52.0,39.0,85.0,31.0,66.0,68.0,73.0,47.0,45.0,64.0
Santa Barbara-Santa Maria-San Luis Obispo CA,14.0,37.0,,29.0,35.0,22.0,44.0,56.0,56.0,28.0,29.0,37.0
Seattle-Tacoma WA,16.0,65.0,49.0,42.0,85.0,35.0,67.0,65.0,79.0,46.0,42.0,76.0
Spokane WA,19.0,49.0,54.0,40.0,52.0,27.0,65.0,68.0,58.0,28.0,31.0,52.0
Springfield MO,18.0,49.0,38.0,27.0,44.0,22.0,41.0,55.0,58.0,34.0,23.0,35.0
St. Louis MO,14.0,42.0,36.0,33.0,73.0,25.0,56.0,54.0,73.0,49.0,36.0,75.0
Syracuse NY,10.0,28.0,19.0,21.0,42.0,10.0,18.0,41.0,42.0,24.0,23.0,39.0
Tampa-St. Petersburg (Sarasota) FL,12.0,32.0,33.0,28.0,65.0,27.0,50.0,55.0,52.0,37.0,26.0,40.0
Tucson (Sierra Vista) AZ,18.0,45.0,34.0,30.0,58.0,26.0,54.0,51.0,58.0,34.0,24.0,52.0
Tulsa OK,19.0,42.0,55.0,22.0,58.0,35.0,50.0,84.0,92.0,57.0,39.0,53.0
Washington DC (Hagerstown MD),13.0,40.0,34.0,23.0,48.0,20.0,36.0,38.0,41.0,29.0,25.0,41.0
West Palm Beach-Ft. Pierce FL,14.0,45.0,32.0,26.0,55.0,26.0,56.0,60.0,50.0,32.0,33.0,40.0
Wilkes Barre-Scranton PA,10.0,37.0,40.0,26.0,52.0,20.0,33.0,40.0,45.0,26.0,21.0,37.0
Champaign & Springfield-Decatur IL,,32.0,41.0,18.0,,11.0,40.0,21.0,46.0,29.0,28.0,44.0
Charleston SC,,38.0,25.0,,65.0,27.0,44.0,58.0,54.0,37.0,26.0,39.0
Chico-Redding CA,,76.0,60.0,,88.0,39.0,49.0,75.0,99.0,50.0,33.0,68.0
Columbia SC,,46.0,42.0,23.0,46.0,17.0,51.0,58.0,52.0,44.0,33.0,55.0
Dayton OH,,26.0,25.0,16.0,56.0,20.0,41.0,54.0,63.0,36.0,27.0,44.0
Des Moines-Ames IA,,32.0,24.0,23.0,34.0,18.0,34.0,41.0,34.0,30.0,33.0,33.0
El Paso TX,,43.0,38.0,24.0,34.0,13.0,46.0,52.0,49.0,28.0,31.0,47.0
Flint-Saginaw-Bay City MI,,38.0,30.0,25.0,,14.0,39.0,34.0,39.0,22.0,25.0,34.0
Ft. Myers-Naples FL,,28.0,23.0,23.0,42.0,23.0,41.0,51.0,52.0,30.0,23.0,28.0
Ft. Wayne IN,,55.0,,,,12.0,40.0,31.0,42.0,33.0,23.0,40.0
La Crosse-Eau Claire WI,,66.0,,,,15.0,34.0,,25.0,18.0,28.0,25.0
Lansing MI,,41.0,28.0,24.0,,20.0,21.0,41.0,54.0,36.0,21.0,41.0
Lexington KY,,38.0,25.0,25.0,56.0,15.0,42.0,40.0,38.0,33.0,27.0,41.0
Memphis TN,,27.0,30.0,19.0,47.0,31.0,58.0,76.0,62.0,49.0,39.0,75.0
Mobile AL-Pensacola (Ft. Walton Beach) FL,,31.0,40.0,17.0,34.0,18.0,44.0,39.0,60.0,33.0,24.0,37.0
Providence RI-New Bedford MA,,36.0,30.0,30.0,67.0,19.0,46.0,42.0,45.0,31.0,34.0,37.0
Roanoke-Lynchburg VA,,44.0,29.0,6.0,10.0,19.0,37.0,35.0,50.0,24.0,19.0,44.0
South Bend-Elkhart IN,,47.0,,29.0,55.0,19.0,41.0,39.0,41.0,26.0,28.0,42.0
Springfield-Holyoke MA,,40.0,35.0,,45.0,20.0,35.0,38.0,47.0,23.0,33.0,46.0
Tallahassee FL-Thomasville GA,,42.0,34.0,,56.0,13.0,37.0,46.0,40.0,50.0,28.0,47.0
Toledo OH,,37.0,36.0,24.0,28.0,11.0,21.0,46.0,29.0,29.0,33.0,45.0
Tri-Cities TN-VA,,51.0,,,78.0,14.0,44.0,44.0,41.0,32.0,30.0,36.0
Wichita-Hutchinson KS,,40.0,44.0,32.0,56.0,24.0,53.0,66.0,51.0,38.0,36.0,56.0
Augusta GA,,,46.0,41.0,75.0,23.0,34.0,59.0,67.0,35.0,26.0,41.0
Baton Rouge LA,,,43.0,,49.0,20.0,45.0,49.0,49.0,30.0,38.0,50.0
Bowling Green KY,,,49.0,26.0,100.0,,,,,66.0,39.0,
Burlington VT-Plattsburgh NY,,,27.0,,32.0,13.0,27.0,34.0,25.0,20.0,16.0,24.0
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,,,21.0,18.0,41.0,15.0,28.0,36.0,42.0,33.0,20.0,41.0
Charleston-Huntington WV,,,33.0,19.0,46.0,22.0,42.0,35.0,48.0,20.0,22.0,43.0
Columbus-Tupelo-West Point MS,,,27.0,,,,53.0,,41.0,,32.0,24.0
Davenport IA-Rock Island-Moline IL,,,33.0,22.0,,,34.0,68.0,56.0,46.0,29.0,44.0
Eugene OR,,,45.0,29.0,54.0,18.0,73.0,45.0,70.0,40.0,33.0,52.0
Green Bay-Appleton WI,,,19.0,,51.0,17.0,20.0,28.0,26.0,23.0,13.0,41.0
Huntsville-Decatur (Florence) AL,,,32.0,30.0,49.0,18.0,43.0,50.0,40.0,30.0,24.0,35.0
Johnstown-Altoona PA,,,65.0,,,14.0,28.0,43.0,36.0,19.0,10.0,26.0
Monroe LA-El Dorado AR,,,100.0,,,,,,,,,24.0
Portland-Auburn ME,,,34.0,,37.0,,33.0,28.0,24.0,34.0,17.0,27.0
Reno NV,,,33.0,41.0,72.0,30.0,65.0,52.0,66.0,36.0,34.0,49.0
Savannah GA,,,30.0,28.0,,21.0,32.0,50.0,35.0,33.0,30.0,37.0
Shreveport LA,,,40.0,,77.0,25.0,52.0,52.0,46.0,25.0,28.0,44.0
Sioux Falls(Mitchell) SD,,,43.0,,60.0,18.0,28.0,39.0,36.0,22.0,36.0,23.0
Topeka KS,,,50.0,,,26.0,43.0,33.0,63.0,57.0,36.0,55.0
Waco-Temple-Bryan TX,,,34.0,37.0,62.0,20.0,49.0,48.0,63.0,34.0,27.0,48.0
Youngstown OH,,,55.0,,78.0,19.0,51.0,53.0,48.0,27.0,21.0,54.0
Anchorage AK,,,,26.0,58.0,28.0,76.0,100.0,81.0,43.0,32.0,37.0
Beaumont-Port Arthur TX,,,,74.0,,29.0,51.0,48.0,82.0,45.0,,20.0
Columbia-Jefferson City MO,,,,40.0,,22.0,52.0,49.0,52.0,36.0,28.0,43.0
Columbus GA,,,,40.0,,25.0,30.0,38.0,58.0,22.0,30.0,44.0
Florence-Myrtle Beach SC,,,,27.0,84.0,11.0,43.0,43.0,41.0,31.0,16.0,49.0
Ft. Smith-Fayetteville-Springdale-Rogers AR,,,,28.0,44.0,19.0,31.0,41.0,55.0,35.0,29.0,34.0
Palm Springs CA,,,,43.0,,28.0,65.0,78.0,58.0,41.0,30.0,37.0
San Angelo TX,,,,100.0,,,,,,59.0,49.0,
Boise ID,,,,,36.0,11.0,37.0,43.0,41.0,18.0,16.0,21.0
Jackson MS,,,,,77.0,17.0,59.0,43.0,45.0,34.0,27.0,45.0
Lubbock TX,,,,,71.0,28.0,54.0,54.0,78.0,58.0,19.0,39.0
Montgomery (Selma) AL,,,,,77.0,25.0,46.0,52.0,51.0,41.0,30.0,44.0
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,,,,,47.0,11.0,29.0,37.0,59.0,28.0,26.0,30.0
Tyler-Longview(Lufkin & Nacogdoches) TX,,,,,52.0,14.0,54.0,55.0,52.0,26.0,21.0,34.0
Amarillo TX,,,,,,18.0,56.0,41.0,55.0,41.0,31.0,35.0
Corpus Christi TX,,,,,,18.0,,51.0,54.0,28.0,12.0,41.0
Evansville IN,,,,,,13.0,,33.0,40.0,21.0,30.0,43.0
Fargo-Valley City ND,,,,,,18.0,32.0,35.0,66.0,35.0,20.0,24.0
Joplin MO-Pittsburg KS,,,,,,37.0,,55.0,,43.0,40.0,65.0
Lafayette LA,,,,,,24.0,38.0,31.0,51.0,38.0,25.0,41.0
Lima OH,,,,,,100.0,,,,,,
Medford-Klamath Falls OR,,,,,,25.0,64.0,45.0,90.0,30.0,23.0,46.0
Odessa-Midland TX,,,,,,24.0,45.0,29.0,50.0,43.0,32.0,38.0
Panama City FL,,,,,,34.0,44.0,60.0,,26.0,29.0,28.0
Rochester MN-Mason City IA-Austin MN,,,,,,20.0,37.0,40.0,35.0,21.0,18.0,52.0
Rockford IL,,,,,,23.0,32.0,39.0,38.0,35.0,15.0,47.0
Wausau-Rhinelander WI,,,,,,18.0,,37.0,,24.0,17.0,35.0
Yakima-Pasco-Richland-Kennewick WA,,,,,,24.0,62.0,36.0,65.0,35.0,28.0,74.0
Biloxi-Gulfport MS,,,,,,,50.0,,46.0,33.0,,37.0
Charlottesville VA,,,,,,,44.0,,,,,
Duluth MN-Superior WI,,,,,,,52.0,38.0,,,,35.0
Erie PA,,,,,,,37.0,,,39.0,30.0,21.0
Hattiesburg-Laurel MS,,,,,,,49.0,,,50.0,,
Lake Charles LA,,,,,,,63.0,,,,,
Peoria-Bloomington IL,,,,,,,30.0,31.0,52.0,28.0,32.0,41.0
Salisbury MD,,,,,,,37.0,,,,21.0,29.0
Sherman TX-Ada OK,,,,,,,74.0,55.0,,44.0,,54.0
Terre Haute IN,,,,,,,80.0,65.0,,,33.0,29.0
Traverse City-Cadillac MI,,,,,,,27.0,,57.0,28.0,,16.0
Wilmington NC,,,,,,,31.0,36.0,37.0,26.0,,33.0
Bangor ME,,,,,,,,48.0,,,,
"Billings, MT",,,,,,,,86.0,59.0,34.0,,34.0
Gainesville FL,,,,,,,,43.0,58.0,26.0,26.0,28.0
Marquette MI,,,,,,,,77.0,,,,
Sioux City IA,,,,,,,,40.0,,43.0,,35.0
Wichita Falls TX & Lawton OK,,,,,,,,62.0,44.0,47.0,25.0,
Yuma AZ-El Centro CA,,,,,,,,50.0,62.0,37.0,,43.0
Albany GA,,,,,,,,,51.0,,,45.0
Butte-Bozeman MT,,,,,,,,,90.0,,36.0,
Clarksburg-Weston WV,,,,,,,,,,45.0,,38.0
Fairbanks AK,,,,,,,,,,100.0,,
Harrisonburg VA,,,,,,,,,,36.0,42.0,41.0
Jonesboro AR,,,,,,,,,,45.0,,
Rapid City SD,,,,,,,,,,45.0,32.0,39.0
Bluefield-Beckley-Oak Hill WV,,,,,,,,,,,27.0,
Grand Junction-Montrose CO,,,,,,,,,,,48.0,
Idaho Falls-Pocatello ID,,,,,,,,,,,28.0,27.0
Quincy IL-Hannibal MO-Keokuk IA,,,,,,,,,,,49.0,
Zanesville OH,,,,,,,,,,,100.0,
Alexandria LA,,,,,,,,,,,,53.0
Bend OR,,,,,,,,,,,,42.0
Binghamton NY,,,,,,,,,,,,52.0
Wheeling WV-Steubenville OH,,,,,,,,,,,,41.0
