,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Milwaukee WI,50.0,47.0,34,48.0,49.0,78,57,66,54,47.0,62,76
Minneapolis-St. Paul MN,45.0,39.0,35,64.0,28.0,40,36,49,52,53.0,57,62
Mobile AL-Pensacola (Ft. Walton Beach) FL,72.0,23.0,47,34.0,18.0,45,31,47,65,42.0,29,37
Monterey-Salinas CA,71.0,49.0,85,50.0,38.0,100,31,79,78,35.0,39,29
Nashville TN,35.0,39.0,43,54.0,28.0,53,41,62,60,46.0,36,50
New Orleans LA,45.0,37.0,36,73.0,34.0,58,44,61,56,62.0,31,58
New York NY,51.0,41.0,44,56.0,29.0,46,32,44,42,37.0,33,39
Norfolk-Portsmouth-Newport News VA,46.0,36.0,40,58.0,31.0,54,35,59,59,44.0,41,60
Oklahoma City OK,48.0,33.0,45,51.0,38.0,61,48,62,60,48.0,43,45
Omaha NE,59.0,51.0,62,80.0,35.0,83,35,55,66,44.0,39,57
Orlando-Daytona Beach-Melbourne FL,54.0,51.0,46,62.0,38.0,64,43,53,63,42.0,33,43
Peoria-Bloomington IL,73.0,36.0,30,22.0,12.0,32,38,35,47,29.0,35,41
Philadelphia PA,49.0,49.0,62,68.0,29.0,52,35,45,49,41.0,38,58
Phoenix AZ,52.0,55.0,62,74.0,36.0,59,47,55,64,50.0,38,49
Pittsburgh PA,38.0,36.0,35,47.0,26.0,38,25,26,36,28.0,25,33
Portland OR,53.0,49.0,31,52.0,31.0,76,57,83,90,67.0,78,96
Portland-Auburn ME,37.0,28.0,43,35.0,26.0,12,28,30,22,35.0,20,25
Providence RI-New Bedford MA,43.0,40.0,32,56.0,40.0,49,41,40,48,38.0,43,36
Raleigh-Durham (Fayetteville) NC,36.0,33.0,37,52.0,28.0,38,25,40,45,40.0,34,40
Reno NV,67.0,,54,100.0,49.0,73,57,59,79,45.0,45,49
Richmond-Petersburg VA,24.0,36.0,23,47.0,21.0,36,30,62,59,42.0,32,43
Roanoke-Lynchburg VA,22.0,39.0,44,13.0,5.0,47,33,39,49,34.0,20,45
Rochester NY,37.0,33.0,40,42.0,28.0,40,26,48,46,31.0,36,49
Sacramento-Stockton-Modesto CA,60.0,81.0,77,95.0,52.0,91,66,98,92,70.0,51,66
Salt Lake City UT,38.0,37.0,56,65.0,39.0,61,40,49,52,45.0,36,42
San Antonio TX,57.0,62.0,63,83.0,40.0,70,40,66,63,52.0,40,63
San Diego CA,71.0,69.0,82,90.0,43.0,84,51,73,81,60.0,52,61
San Francisco-Oakland-San Jose CA,65.0,73.0,69,89.0,48.0,76,55,69,80,59.0,59,72
Santa Barbara-Santa Maria-San Luis Obispo CA,31.0,43.0,50,74.0,24.0,63,31,50,70,31.0,45,42
Savannah GA,53.0,45.0,32,59.0,22.0,50,32,50,32,43.0,38,37
Seattle-Tacoma WA,61.0,72.0,64,91.0,48.0,84,54,70,80,57.0,57,80
Shreveport LA,36.0,18.0,22,21.0,61.0,50,42,52,52,29.0,39,48
Sioux Falls(Mitchell) SD,33.0,22.0,46,48.0,34.0,37,17,43,48,25.0,49,23
Spokane WA,59.0,57.0,64,90.0,23.0,64,57,67,51,37.0,37,52
Springfield MO,65.0,41.0,40,60.0,25.0,58,41,66,57,45.0,30,42
Springfield-Holyoke MA,54.0,38.0,36,37.0,18.0,50,26,51,58,36.0,36,45
St. Louis MO,44.0,45.0,52,73.0,38.0,63,48,57,73,59.0,46,75
Syracuse NY,31.0,17.0,36,42.0,20.0,18,18,54,39,22.0,34,43
Tampa-St. Petersburg (Sarasota) FL,42.0,30.0,41,59.0,35.0,68,43,61,53,44.0,34,44
Toledo OH,39.0,36.0,50,61.0,15.0,30,21,59,31,27.0,43,51
Tucson (Sierra Vista) AZ,53.0,44.0,37,71.0,33.0,64,45,55,64,42.0,27,54
Tulsa OK,68.0,52.0,56,46.0,30.0,82,41,96,97,62.0,54,55
Waco-Temple-Bryan TX,37.0,36.0,31,75.0,37.0,42,41,38,59,42.0,31,51
Washington DC (Hagerstown MD),47.0,42.0,44,57.0,25.0,46,31,40,42,39.0,33,41
West Palm Beach-Ft. Pierce FL,49.0,56.0,45,54.0,25.0,57,46,60,50,36.0,38,42
Wichita-Hutchinson KS,28.0,47.0,56,74.0,34.0,45,43,75,57,44.0,43,59
Wilkes Barre-Scranton PA,31.0,41.0,48,66.0,34.0,44,25,40,46,35.0,27,40
Yakima-Pasco-Richland-Kennewick WA,25.0,22.0,20,,6.0,59,54,40,72,40.0,35,76
Augusta GA,,40.0,74,80.0,39.0,45,29,54,60,44.0,38,43
Baton Rouge LA,,15.0,52,71.0,23.0,27,28,62,45,41.0,42,51
Burlington VT-Plattsburgh NY,,35.0,37,33.0,17.0,35,21,34,34,26.0,22,29
Des Moines-Ames IA,,18.0,31,49.0,20.0,50,33,38,42,35.0,38,32
Florence-Myrtle Beach SC,,59.0,33,60.0,47.0,28,34,46,47,33.0,29,52
Green Bay-Appleton WI,,28.0,20,34.0,28.0,42,19,36,35,24.0,16,39
Huntsville-Decatur (Florence) AL,,41.0,43,56.0,39.0,41,28,49,39,36.0,44,43
Lansing MI,,14.0,43,51.0,16.0,26,29,38,50,50.0,24,38
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,,28.0,47,38.0,28.0,36,27,45,63,31.0,45,34
Amarillo TX,,,43,30.0,24.0,47,41,51,62,58.0,40,37
