,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,57.0,41.0,58,34.0,52.0,35,32,51,67,35,39,34
Peoria-Bloomington IL,53.0,38.0,31,62.0,40.0,26,36,39,49,33,33,38
Philadelphia PA,50.0,47.0,69,67.0,49.0,52,37,44,51,46,38,56
Phoenix AZ,53.0,53.0,71,80.0,62.0,64,49,51,64,50,36,51
Pittsburgh PA,44.0,37.0,37,46.0,46.0,42,31,21,36,33,24,35
Portland OR,58.0,51.0,38,53.0,54.0,81,60,84,88,73,77,97
Portland-Auburn ME,36.0,17.0,61,27.0,37.0,11,29,28,25,32,24,36
Providence RI-New Bedford MA,44.0,31.0,37,71.0,72.0,52,46,37,45,42,45,37
Raleigh-Durham (Fayetteville) NC,28.0,33.0,47,49.0,51.0,39,30,39,47,42,34,36
Reno NV,61.0,29.0,47,92.0,80.0,81,61,53,73,51,45,49
Richmond-Petersburg VA,45.0,37.0,37,47.0,40.0,48,35,57,54,43,31,40
Rochester NY,46.0,31.0,47,58.0,51.0,41,31,57,36,33,38,48
Sacramento-Stockton-Modesto CA,64.0,77.0,91,97.0,87.0,94,72,93,92,78,50,68
Salt Lake City UT,52.0,39.0,60,70.0,59.0,64,44,48,52,48,35,44
San Antonio TX,66.0,54.0,68,85.0,72.0,71,44,61,59,57,40,60
San Diego CA,69.0,66.0,93,93.0,73.0,89,58,72,85,62,49,61
San Francisco-Oakland-San Jose CA,64.0,73.0,79,87.0,82.0,77,59,66,81,62,58,71
Santa Barbara-Santa Maria-San Luis Obispo CA,54.0,56.0,44,87.0,40.0,61,27,43,66,30,38,41
Savannah GA,19.0,45.0,42,66.0,31.0,47,34,54,39,50,38,38
Seattle-Tacoma WA,64.0,68.0,69,92.0,83.0,89,58,67,81,63,54,77
Sioux Falls(Mitchell) SD,23.0,35.0,70,32.0,50.0,43,17,35,63,28,39,25
Spokane WA,74.0,56.0,75,85.0,51.0,62,57,61,49,37,44,54
Springfield MO,54.0,49.0,66,37.0,40.0,56,45,60,64,43,31,41
Springfield-Holyoke MA,54.0,40.0,38,44.0,29.0,45,34,50,58,36,36,46
St. Louis MO,43.0,42.0,59,79.0,68.0,67,54,55,76,62,48,80
Syracuse NY,25.0,25.0,49,34.0,30.0,28,21,34,45,32,24,41
Tampa-St. Petersburg (Sarasota) FL,39.0,32.0,46,68.0,60.0,71,48,57,54,50,34,45
Toledo OH,38.0,54.0,61,39.0,20.0,39,20,50,48,35,44,54
Tucson (Sierra Vista) AZ,79.0,47.0,53,62.0,57.0,64,52,54,66,43,26,55
Tulsa OK,66.0,23.0,77,40.0,48.0,86,42,100,100,69,51,55
Waco-Temple-Bryan TX,23.0,37.0,23,76.0,63.0,47,47,37,70,40,32,55
Washington DC (Hagerstown MD),46.0,40.0,50,54.0,44.0,48,34,36,42,39,33,41
West Palm Beach-Ft. Pierce FL,46.0,53.0,47,45.0,42.0,66,53,51,52,35,38,46
Wichita-Hutchinson KS,52.0,45.0,71,71.0,61.0,58,44,71,55,50,47,55
Wilkes Barre-Scranton PA,45.0,29.0,48,72.0,33.0,43,29,36,51,36,27,41
Charleston-Huntington WV,,44.0,45,37.0,46.0,53,32,34,54,28,33,39
Davenport IA-Rock Island-Moline IL,,31.0,24,100.0,40.0,25,31,54,62,55,41,43
Huntsville-Decatur (Florence) AL,,25.0,70,43.0,60.0,40,31,45,47,39,30,42
Roanoke-Lynchburg VA,,45.0,31,16.0,10.0,40,33,35,44,34,24,43
Shreveport LA,,11.0,53,45.0,42.0,53,50,56,49,30,38,49
Yakima-Pasco-Richland-Kennewick WA,,22.0,18,26.0,30.0,76,67,47,65,41,35,66
Baton Rouge LA,,,50,60.0,69.0,57,32,51,44,46,44,47
