,MVT_GT_2011,MVT_GT_2012,MVT_GT_2013,MVT_GT_2014,MVT_GT_2015,MVT_GT_2016,MVT_GT_2017,MVT_GT_2018,MVT_GT_2019,MVT_GT_2020,MVT_GT_2021,MVT_GT_2022
Indianapolis IN,49.0,36.0,56.0,53.0,34,45,44,57,47,51,43,42
Jacksonville FL,58.0,29.0,52.0,46.0,45,54,36,52,64,46,35,36
Kansas City MO,60.0,65.0,63.0,65.0,44,79,67,70,71,66,55,63
Knoxville TN,66.0,53.0,48.0,40.0,35,46,34,49,48,42,35,41
Lansing MI,13.0,62.0,51.0,54.0,22,22,24,50,45,53,22,42
Las Vegas NV,83.0,70.0,67.0,68.0,58,71,76,85,84,70,64,83
Lexington KY,18.0,43.0,37.0,52.0,27,29,42,43,36,41,35,38
Lincoln & Hastings-Kearney NE,61.0,26.0,43.0,43.0,39,50,44,40,48,45,30,45
Little Rock-Pine Bluff AR,62.0,50.0,55.0,71.0,43,45,56,57,47,48,39,44
Los Angeles CA,65.0,70.0,79.0,77.0,57,79,64,74,69,61,52,59
Louisville KY,49.0,39.0,51.0,53.0,34,60,48,65,59,65,52,56
Madison WI,56.0,43.0,47.0,39.0,35,44,31,62,59,50,38,53
Memphis TN,36.0,16.0,40.0,42.0,32,63,53,90,65,67,55,77
Miami-Ft. Lauderdale FL,50.0,50.0,70.0,63.0,46,61,65,55,61,47,37,45
Milwaukee WI,61.0,39.0,38.0,41.0,54,72,68,66,53,43,62,73
Minneapolis-St. Paul MN,41.0,42.0,40.0,60.0,34,38,42,49,50,55,58,62
Mobile AL-Pensacola (Ft. Walton Beach) FL,48.0,15.0,66.0,30.0,22,41,43,44,61,50,28,38
Monterey-Salinas CA,84.0,16.0,100.0,71.0,37,74,35,77,76,44,46,28
Nashville TN,34.0,40.0,45.0,50.0,32,48,50,61,62,48,37,49
New Orleans LA,39.0,37.0,51.0,63.0,40,52,58,64,56,65,33,55
New York NY,51.0,41.0,52.0,53.0,34,42,38,43,42,39,34,37
Norfolk-Portsmouth-Newport News VA,54.0,36.0,46.0,50.0,31,54,43,56,56,49,40,58
Oklahoma City OK,56.0,32.0,53.0,47.0,43,55,56,64,61,51,43,43
Omaha NE,57.0,55.0,77.0,67.0,40,66,41,55,63,47,42,55
Orlando-Daytona Beach-Melbourne FL,59.0,52.0,55.0,59.0,41,56,50,53,61,44,35,42
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,54.0,39.0,48.0,44.0,42,33,42,43,64,31,39,29
Peoria-Bloomington IL,44.0,14.0,33.0,32.0,33,22,25,49,54,33,38,44
Philadelphia PA,47.0,51.0,69.0,61.0,32,49,40,47,49,44,41,55
Phoenix AZ,54.0,55.0,69.0,69.0,40,57,55,52,61,50,38,49
Pittsburgh PA,40.0,38.0,42.0,45.0,32,36,34,25,35,31,27,32
Portland OR,62.0,51.0,36.0,46.0,36,69,67,84,86,71,79,94
Portland-Auburn ME,26.0,26.0,48.0,25.0,20,14,34,35,22,45,19,27
Providence RI-New Bedford MA,47.0,35.0,37.0,56.0,43,45,53,45,47,46,44,32
Raleigh-Durham (Fayetteville) NC,34.0,35.0,48.0,48.0,35,38,32,44,43,43,36,37
Reno NV,23.0,42.0,43.0,85.0,65,70,66,50,71,48,43,46
Richmond-Petersburg VA,28.0,32.0,34.0,57.0,17,39,37,55,53,44,31,41
Roanoke-Lynchburg VA,19.0,24.0,58.0,12.0,7,47,40,39,48,34,24,44
Rochester NY,52.0,18.0,40.0,45.0,42,40,25,45,42,34,38,56
Sacramento-Stockton-Modesto CA,73.0,80.0,94.0,86.0,60,86,78,95,90,74,54,66
Salt Lake City UT,44.0,38.0,62.0,62.0,44,56,47,47,53,49,35,42
San Antonio TX,66.0,58.0,71.0,76.0,47,59,49,65,60,56,42,61
San Diego CA,67.0,69.0,96.0,88.0,51,82,60,74,84,62,52,58
San Francisco-Oakland-San Jose CA,68.0,74.0,82.0,80.0,56,70,69,72,78,62,60,70
Santa Barbara-Santa Maria-San Luis Obispo CA,51.0,43.0,71.0,83.0,19,58,36,54,64,33,40,38
Savannah GA,40.0,46.0,35.0,29.0,22,44,37,51,36,47,39,36
Seattle-Tacoma WA,61.0,70.0,73.0,85.0,54,81,65,70,81,62,55,78
Shreveport LA,58.0,,40.0,25.0,42,62,44,57,61,32,39,49
Sioux Falls(Mitchell) SD,34.0,72.0,75.0,26.0,30,39,18,40,41,26,45,24
Spokane WA,57.0,68.0,67.0,81.0,33,61,67,60,58,37,39,49
Springfield MO,52.0,55.0,40.0,55.0,25,69,48,64,57,38,28,37
Springfield-Holyoke MA,73.0,9.0,41.0,48.0,24,48,35,47,53,37,37,48
St. Louis MO,43.0,40.0,59.0,72.0,45,64,58,55,75,64,49,73
Syracuse NY,16.0,36.0,39.0,29.0,25,27,22,41,46,37,32,40
Tampa-St. Petersburg (Sarasota) FL,44.0,35.0,49.0,60.0,40,63,51,63,52,49,35,42
Toledo OH,72.0,30.0,56.0,58.0,23,33,25,53,31,34,43,45
Tucson (Sierra Vista) AZ,61.0,48.0,56.0,54.0,39,67,55,56,63,45,27,58
Tulsa OK,67.0,37.0,77.0,47.0,36,82,51,100,100,71,50,55
Waco-Temple-Bryan TX,38.0,32.0,31.0,64.0,45,35,48,36,62,45,38,47
Washington DC (Hagerstown MD),48.0,41.0,52.0,50.0,30,46,37,38,42,39,34,38
West Palm Beach-Ft. Pierce FL,48.0,51.0,46.0,41.0,23,61,64,61,50,38,41,43
Wichita-Hutchinson KS,48.0,57.0,65.0,66.0,43,52,57,74,52,42,45,60
Wilkes Barre-Scranton PA,50.0,43.0,51.0,70.0,33,36,30,45,45,35,28,38
Baton Rouge LA,,14.0,57.0,62.0,35,45,28,51,42,44,45,51
Charleston-Huntington WV,,27.0,32.0,47.0,35,45,37,40,50,20,31,39
Yakima-Pasco-Richland-Kennewick WA,,51.0,32.0,37.0,18,73,63,43,74,55,34,69
Amarillo TX,,,63.0,26.0,34,63,68,50,60,39,37,38
Jackson MS,,,,,50,43,45,42,41,45,42,43
